100 50
5 32 H
5 33 N
5 34 N
5 35 B
5 36 H
5 37 N
5 38 T
5 39 N
5 40 T
5 41 T
5 42 N
5 43 B
5 44 N
5 45 H
5 46 H
5 47 H
5 48 T
5 49 N
5 50 H
6 1 B
6 2 H
6 3 N
6 4 N
6 5 H
6 6 H
6 7 N
6 8 N
6 9 T
6 10 B
6 11 N
6 12 B
6 13 N
6 14 N
6 15 T
6 16 B
6 17 N
6 18 N
6 19 N
6 20 T
6 21 N
6 22 N
6 23 N
6 24 N
6 25 N
6 26 N
6 27 H
6 28 N
6 29 T
6 30 N
6 31 N
6 32 B
6 33 N
6 34 N
6 35 N
6 36 H
6 37 B
6 38 H
6 39 H
6 40 H
6 41 N
6 42 N
6 43 H
6 44 T
6 45 N
6 46 T
6 47 B
6 48 N
6 49 T
6 50 T
7 1 N
7 2 N
7 3 T
7 4 H
7 5 H
7 6 N
7 7 H
7 8 N
7 9 T
7 10 H
7 11 N
7 12 N
7 13 N
7 14 H
7 15 N
7 16 B
7 17 T
7 18 N
7 19 H
7 20 N
7 21 B
7 22 N
7 23 N
7 24 H
7 25 N
7 26 B
7 27 H
7 28 T
7 29 N
7 30 B
7 31 H
7 32 N
7 33 H
7 34 T
7 35 H
7 36 N
7 37 T
7 38 H
7 39 N
7 40 N
7 41 N
7 42 H
7 43 N
7 44 H
7 45 T
7 46 N
7 47 B
7 48 N
7 49 N
7 50 N
8 1 N
8 2 H
8 3 N
8 4 H
8 5 N
8 6 T
8 7 N
8 8 T
8 9 N
8 10 N
8 11 N
8 12 N
8 13 N
8 14 N
8 15 N
8 16 N
8 17 N
8 18 N
8 19 N
8 20 B
8 21 N
8 22 N
8 23 H
8 24 H
8 25 H
8 26 T
8 27 B
8 28 H
8 29 N
8 30 H
8 31 N
8 32 T
8 33 T
8 34 H
8 35 N
8 36 H
8 37 H
8 38 H
8 39 H
8 40 T
8 41 N
8 42 N
8 43 N
8 44 N
8 45 N
8 46 N
8 47 H
8 48 N
8 49 H
8 50 H
9 1 T
9 2 N
9 3 H
9 4 N
9 5 N
9 6 T
9 7 T
9 8 N
9 9 N
9 10 N
9 11 N
9 12 T
9 13 N
9 14 N
9 15 N
9 16 N
9 17 N
9 18 N
9 19 H
9 20 N
9 21 N
9 22 N
9 23 N
9 24 T
9 25 H
9 26 N
9 27 B
9 28 H
9 29 T
9 30 T
9 31 N
9 32 N
9 33 N
9 34 N
9 35 H
9 36 N
9 37 H
9 38 N
9 39 B
9 40 N
9 41 N
9 42 H
9 43 N
9 44 B
9 45 B
9 46 N
9 47 T
9 48 H
9 49 H
9 50 N
10 1 T
10 2 N
10 3 H
10 4 B
10 5 N
10 6 B
10 7 T
10 8 B
10 9 N
10 10 N
10 11 N
10 12 T
10 13 N
10 14 N
10 15 N
10 16 N
10 17 T
10 18 T
10 19 T
10 20 T
10 21 B
10 22 T
10 23 N
10 24 H
10 25 B
10 26 N
10 27 N
10 28 T
10 29 N
10 30 T
10 31 N
10 32 T
10 33 N
10 34 N
10 35 N
10 36 N
10 37 B
10 38 T
10 39 T
10 40 N
10 41 N
10 42 N
10 43 N
10 44 T
10 45 N
10 46 H
10 47 N
10 48 T
10 49 N
10 50 T
11 1 T
11 2 H
11 3 T
11 4 N
11 5 N
11 6 H
11 7 B
11 8 T
11 9 N
11 10 N
11 11 N
11 12 N
11 13 N
11 14 N
11 15 N
11 16 H
11 17 N
11 18 T
11 19 T
11 20 H
11 21 H
11 22 N
11 23 N
11 24 B
11 25 N
11 26 H
11 27 H
11 28 T
11 29 H
11 30 B
11 31 T
11 32 N
11 33 N
11 34 N
11 35 B
11 36 N
11 37 N
11 38 T
11 39 T
11 40 N
11 41 N
11 42 B
11 43 N
11 44 T
11 45 N
11 46 N
11 47 H
11 48 T
11 49 N
11 50 H
12 1 H
12 2 N
12 3 N
12 4 T
12 5 T
12 6 H
12 7 H
12 8 N
12 9 H
12 10 B
12 11 N
12 12 H
12 13 N
12 14 N
12 15 N
12 16 B
12 17 N
12 18 T
12 19 B
12 20 N
12 21 N
12 22 N
12 23 H
12 24 H
12 25 H
12 26 T
12 27 N
12 28 N
12 29 N
12 30 N
12 31 H
12 32 N
12 33 B
12 34 N
12 35 N
12 36 N
12 37 H
12 38 H
12 39 T
12 40 N
12 41 T
12 42 N
12 43 N
12 44 N
12 45 N
12 46 N
12 47 N
12 48 H
12 49 N
12 50 T
13 1 N
13 2 N
13 3 N
13 4 N
13 5 N
13 6 T
13 7 N
13 8 T
13 9 T
13 10 B
13 11 T
13 12 N
13 13 T
13 14 N
13 15 H
13 16 T
13 17 T
13 18 N
13 19 T
13 20 H
13 21 N
13 22 H
13 23 N
13 24 N
13 25 N
13 26 N
13 27 T
13 28 T
13 29 N
13 30 H
13 31 T
13 32 T
13 33 N
13 34 H
13 35 T
13 36 H
13 37 N
13 38 T
13 39 H
13 40 N
13 41 N
13 42 T
13 43 H
13 44 N
13 45 H
13 46 N
13 47 H
13 48 B
13 49 H
13 50 N
14 1 N
14 2 T
14 3 N
14 4 B
14 5 T
14 6 T
14 7 H
14 8 N
14 9 N
14 10 N
14 11 H
14 12 N
14 13 T
14 14 H
14 15 N
14 16 T
14 17 N
14 18 N
14 19 N
14 20 B
14 21 N
14 22 N
14 23 H
14 24 T
14 25 N
14 26 N
14 27 H
14 28 N
14 29 H
14 30 N
14 31 T
14 32 T
14 33 N
14 34 T
14 35 T
14 36 T
14 37 N
14 38 N
14 39 N
14 40 T
14 41 T
14 42 T
14 43 N
14 44 H
14 45 N
14 46 N
14 47 N
14 48 N
14 49 T
14 50 N
15 1 N
15 2 N
15 3 H
15 4 N
15 5 N
15 6 T
15 7 H
15 8 N
15 9 B
15 10 N
15 11 B
15 12 H
15 13 T
15 14 H
15 15 T
15 16 N
15 17 N
15 18 T
15 19 B
15 20 N
15 21 T
15 22 N
15 23 H
15 24 N
15 25 H
15 26 N
15 27 N
15 28 H
15 29 H
15 30 N
15 31 H
15 32 B
15 33 N
15 34 N
15 35 T
15 36 H
15 37 H
15 38 H
15 39 T
15 40 N
15 41 B
15 42 B
15 43 B
15 44 B
15 45 T
15 46 N
15 47 N
15 48 H
15 49 H
15 50 H
16 1 N
16 2 N
16 3 H
16 4 H
16 5 N
16 6 N
16 7 N
16 8 N
16 9 H
16 10 H
16 11 N
16 12 H
16 13 N
16 14 T
16 15 N
16 16 B
16 17 N
16 18 N
16 19 N
16 20 N
16 21 N
16 22 N
16 23 N
16 24 H
16 25 N
16 26 H
16 27 T
16 28 N
16 29 N
16 30 N
16 31 N
16 32 H
16 33 N
16 34 H
16 35 N
16 36 T
16 37 N
16 38 T
16 39 N
16 40 H
16 41 T
16 42 H
16 43 N
16 44 N
16 45 T
16 46 B
16 47 T
16 48 H
16 49 H
16 50 N
17 1 H
17 2 N
17 3 N
17 4 H
17 5 N
17 6 N
17 7 N
17 8 N
17 9 N
17 10 N
17 11 H
17 12 T
17 13 N
17 14 T
17 15 T
17 16 T
17 17 H
17 18 T
17 19 N
17 20 H
17 21 N
17 22 N
17 23 N
17 24 N
17 25 N
17 26 H
17 27 H
17 28 N
17 29 N
17 30 H
17 31 N
17 32 N
17 33 H
17 34 H
17 35 H
17 36 N
17 37 H
17 38 N
17 39 N
17 40 B
17 41 T
17 42 N
17 43 H
17 44 N
17 45 H
17 46 T
17 47 H
17 48 N
17 49 H
17 50 T
18 1 H
18 2 N
18 3 B
18 4 N
18 5 N
18 6 N
18 7 N
18 8 N
18 9 N
18 10 N
18 11 N
18 12 N
18 13 N
18 14 N
18 15 H
18 16 B
18 17 H
18 18 N
18 19 N
18 20 N
18 21 N
18 22 N
18 23 N
18 24 N
18 25 B
18 26 T
18 27 N
18 28 N
18 29 B
18 30 B
18 31 N
18 32 N
18 33 H
18 34 N
18 35 N
18 36 N
18 37 T
18 38 N
18 39 T
18 40 B
18 41 B
18 42 N
18 43 N
18 44 N
18 45 T
18 46 N
18 47 H
18 48 H
18 49 N
18 50 T
19 1 N
19 2 N
19 3 T
19 4 T
19 5 T
19 6 T
19 7 T
19 8 B
19 9 B
19 10 T
19 11 H
19 12 B
19 13 N
19 14 H
19 15 B
19 16 B
19 17 N
19 18 H
19 19 N
19 20 N
19 21 B
19 22 T
19 23 H
19 24 T
19 25 N
19 26 T
19 27 T
19 28 H
19 29 H
19 30 B
19 31 T
19 32 N
19 33 T
19 34 H
19 35 N
19 36 T
19 37 H
19 38 H
19 39 B
19 40 N
19 41 N
19 42 B
19 43 N
19 44 T
19 45 T
19 46 H
19 47 N
19 48 N
19 49 T
19 50 H
20 1 N
20 2 N
20 3 B
20 4 N
20 5 N
20 6 N
20 7 N
20 8 N
20 9 T
20 10 B
20 11 T
20 12 T
20 13 N
20 14 N
20 15 N
20 16 N
20 17 H
20 18 T
20 19 N
20 20 T
20 21 N
20 22 N
20 23 B
20 24 B
20 25 H
20 26 H
20 27 B
20 28 B
20 29 T
20 30 N
20 31 T
20 32 T
20 33 T
20 34 T
20 35 N
20 36 H
20 37 N
20 38 N
20 39 H
20 40 T
20 41 T
20 42 N
20 43 T
20 44 N
20 45 N
20 46 N
20 47 N
20 48 N
20 49 T
20 50 B
21 1 N
21 2 N
21 3 B
21 4 N
21 5 H
21 6 T
21 7 T
21 8 N
21 9 B
21 10 N
21 11 N
21 12 N
21 13 T
21 14 N
21 15 N
21 16 B
21 17 H
21 18 H
21 19 B
21 20 T
21 21 N
21 22 N
21 23 N
21 24 N
21 25 T
21 26 B
21 27 N
21 28 H
21 29 N
21 30 T
21 31 H
21 32 B
21 33 T
21 34 N
21 35 T
21 36 T
21 37 N
21 38 T
21 39 N
21 40 H
21 41 B
21 42 N
21 43 N
21 44 N
21 45 N
21 46 N
21 47 H
21 48 N
21 49 N
21 50 N
22 1 T
22 2 T
22 3 T
22 4 T
22 5 H
22 6 B
22 7 H
22 8 N
22 9 T
22 10 H
22 11 N
22 12 T
22 13 H
22 14 N
22 15 N
22 16 T
22 17 H
22 18 N
22 19 N
22 20 T
22 21 H
22 22 H
22 23 T
22 24 N
22 25 N
22 26 H
22 27 N
22 28 N
22 29 N
22 30 T
22 31 B
22 32 N
22 33 N
22 34 T
22 35 N
22 36 N
22 37 H
22 38 N
22 39 H
22 40 T
22 41 T
22 42 N
22 43 N
22 44 N
22 45 N
22 46 H
22 47 N
22 48 T
22 49 H
22 50 H
23 1 N
23 2 T
23 3 N
23 4 N
23 5 N
23 6 N
23 7 N
23 8 N
23 9 B
23 10 H
23 11 H
23 12 T
23 13 H
23 14 H
23 15 T
23 16 T
23 17 N
23 18 N
23 19 T
23 20 B
23 21 T
23 22 B
23 23 N
23 24 N
23 25 N
23 26 H
23 27 N
23 28 H
23 29 T
23 30 T
23 31 B
23 32 N
23 33 T
23 34 N
23 35 N
23 36 N
23 37 N
23 38 T
23 39 N
23 40 T
23 41 B
23 42 B
23 43 B
23 44 N
23 45 B
23 46 N
23 47 N
23 48 N
23 49 H
23 50 N
24 1 H
24 2 H
24 3 T
24 4 T
24 5 N
24 6 N
24 7 B
24 8 N
24 9 T
24 10 B
24 11 N
24 12 N
24 13 T
24 14 T
24 15 N
24 16 N
24 17 N
24 18 H
24 19 N
24 20 H
24 21 N
24 22 H
24 23 N
24 24 B
24 25 N
24 26 N
24 27 H
24 28 H
24 29 T
24 30 N
24 31 N
24 32 H
24 33 N
24 34 N
24 35 N
24 36 H
24 37 N
24 38 B
24 39 N
24 40 H
24 41 T
24 42 B
24 43 N
24 44 H
24 45 H
24 46 N
24 47 H
24 48 N
24 49 T
24 50 T
25 1 H
25 2 N
25 3 N
25 4 N
25 5 T
25 6 T
25 7 N
25 8 N
25 9 N
25 10 T
25 11 H
25 12 N
25 13 N
25 14 N
25 15 N
25 16 B
25 17 N
25 18 N
25 19 N
25 20 T
25 21 N
25 22 T
25 23 N
25 24 T
25 25 H
25 26 N
25 27 T
25 28 N
25 29 N
25 30 N
25 31 B
25 32 N
25 33 T
25 34 H
25 35 B
25 36 N
25 37 T
25 38 H
25 39 N
25 40 B
25 41 N
25 42 N
25 43 N
25 44 B
25 45 T
25 46 N
25 47 T
25 48 H
25 49 N
25 50 B
26 1 N
26 2 H
26 3 H
26 4 N
26 5 H
26 6 T
26 7 N
26 8 H
26 9 H
26 10 N
26 11 T
26 12 N
26 13 N
26 14 N
26 15 N
26 16 N
26 17 N
26 18 H
26 19 N
26 20 N
26 21 N
26 22 N
26 23 B
26 24 N
26 25 N
26 26 N
26 27 N
26 28 T
26 29 N
26 30 N
26 31 N
26 32 N
26 33 H
26 34 H
26 35 B
26 36 T
26 37 N
26 38 B
26 39 N
26 40 N
26 41 T
26 42 T
26 43 T
26 44 N
26 45 T
26 46 N
26 47 H
26 48 T
26 49 N
26 50 T
27 1 N
27 2 T
27 3 N
27 4 N
27 5 N
27 6 B
27 7 N
27 8 N
27 9 B
27 10 N
27 11 B
27 12 N
27 13 B
27 14 N
27 15 H
27 16 N
27 17 N
27 18 H
27 19 H
27 20 N
27 21 T
27 22 N
27 23 H
27 24 B
27 25 T
27 26 T
27 27 H
27 28 N
27 29 T
27 30 B
27 31 B
27 32 N
27 33 N
27 34 N
27 35 T
27 36 B
27 37 H
27 38 N
27 39 H
27 40 H
27 41 B
27 42 T
27 43 B
27 44 N
27 45 B
27 46 T
27 47 H
27 48 N
27 49 T
27 50 N
28 1 N
28 2 N
28 3 B
28 4 N
28 5 N
28 6 N
28 7 T
28 8 N
28 9 N
28 10 B
28 11 N
28 12 N
28 13 H
28 14 N
28 15 N
28 16 N
28 17 N
28 18 N
28 19 T
28 20 B
28 21 H
28 22 N
28 23 N
28 24 B
28 25 N
28 26 T
28 27 N
28 28 N
28 29 B
28 30 N
28 31 H
28 32 H
28 33 N
28 34 H
28 35 H
28 36 H
28 37 N
28 38 N
28 39 N
28 40 N
28 41 T
28 42 N
28 43 N
28 44 H
28 45 H
28 46 H
28 47 H
28 48 B
28 49 H
28 50 H
29 1 T
29 2 H
29 3 H
29 4 B
29 5 N
29 6 B
29 7 N
29 8 N
29 9 T
29 10 T
29 11 N
29 12 H
29 13 N
29 14 H
29 15 H
29 16 N
29 17 N
29 18 N
29 19 B
29 20 N
29 21 N
29 22 T
29 23 H
29 24 H
29 25 B
29 26 H
29 27 N
29 28 N
29 29 H
29 30 N
29 31 N
29 32 T
29 33 B
29 34 T
29 35 N
29 36 T
29 37 N
29 38 N
29 39 N
29 40 N
29 41 T
29 42 H
29 43 N
29 44 H
29 45 N
29 46 H
29 47 T
29 48 N
29 49 H
29 50 H
30 1 T
30 2 H
30 3 T
30 4 N
30 5 N
30 6 T
30 7 T
30 8 B
30 9 T
30 10 N
30 11 N
30 12 H
30 13 B
30 14 N
30 15 N
30 16 N
30 17 N
30 18 N
30 19 N
30 20 H
30 21 H
30 22 N
30 23 N
30 24 T
30 25 N
30 26 N
30 27 N
30 28 B
30 29 B
30 30 N
30 31 N
30 32 N
30 33 N
30 34 H
30 35 N
30 36 T
30 37 H
30 38 N
30 39 N
30 40 T
30 41 N
30 42 N
30 43 H
30 44 N
30 45 N
30 46 N
30 47 B
30 48 H
30 49 N
30 50 N
31 1 T
31 2 N
31 3 H
31 4 H
31 5 N
31 6 H
31 7 N
31 8 B
31 9 T
31 10 N
31 11 T
31 12 H
31 13 H
31 14 N
31 15 N
31 16 N
31 17 H
31 18 H
31 19 H
31 20 H
31 21 H
31 22 N
31 23 H
31 24 H
31 25 N
31 26 N
31 27 N
31 28 N
31 29 N
31 30 T
31 31 T
31 32 N
31 33 H
31 34 N
31 35 N
31 36 N
31 37 N
31 38 T
31 39 N
31 40 T
31 41 H
31 42 N
31 43 T
31 44 N
31 45 N
31 46 H
31 47 T
31 48 H
31 49 T
31 50 H
32 1 B
32 2 N
32 3 B
32 4 B
32 5 T
32 6 N
32 7 N
32 8 H
32 9 H
32 10 N
32 11 B
32 12 H
32 13 T
32 14 T
32 15 T
32 16 N
32 17 H
32 18 H
32 19 H
32 20 H
32 21 N
32 22 N
32 23 T
32 24 T
32 25 T
32 26 N
32 27 B
32 28 T
32 29 N
32 30 N
32 31 H
32 32 B
32 33 H
32 34 N
32 35 N
32 36 T
32 37 N
32 38 B
32 39 N
32 40 B
32 41 H
32 42 N
32 43 N
32 44 H
32 45 N
32 46 H
32 47 T
32 48 N
32 49 H
32 50 N
33 1 N
33 2 N
33 3 T
33 4 T
33 5 B
33 6 N
33 7 N
33 8 N
33 9 N
33 10 T
33 11 N
33 12 N
33 13 N
33 14 N
33 15 N
33 16 N
33 17 N
33 18 T
33 19 N
33 20 T
33 21 H
33 22 B
33 23 N
33 24 N
33 25 T
33 26 T
33 27 N
33 28 N
33 29 N
33 30 T
33 31 N
33 32 H
33 33 N
33 34 H
33 35 N
33 36 T
33 37 B
33 38 B
33 39 N
33 40 H
33 41 N
33 42 T
33 43 N
33 44 H
33 45 T
33 46 T
33 47 H
33 48 H
33 49 N
33 50 N
34 1 N
34 2 T
34 3 T
34 4 B
34 5 N
34 6 H
34 7 T
34 8 H
34 9 N
34 10 H
34 11 H
34 12 N
34 13 N
34 14 T
34 15 N
34 16 N
34 17 N
34 18 N
34 19 T
34 20 N
34 21 T
34 22 B
34 23 T
34 24 T
34 25 N
34 26 H
34 27 N
34 28 N
34 29 N
34 30 T
34 31 H
34 32 N
34 33 N
34 34 N
34 35 N
34 36 N
34 37 H
34 38 T
34 39 N
34 40 N
34 41 H
34 42 H
34 43 N
34 44 H
34 45 N
34 46 N
34 47 N
34 48 N
34 49 B
34 50 H
35 1 H
35 2 H
35 3 N
35 4 T
35 5 T
35 6 N
35 7 T
35 8 N
35 9 B
35 10 H
35 11 H
35 12 N
35 13 N
35 14 N
35 15 H
35 16 N
35 17 H
35 18 N
35 19 T
35 20 H
35 21 T
35 22 H
35 23 N
35 24 T
35 25 N
35 26 T
35 27 N
35 28 H
35 29 T
35 30 N
35 31 H
35 32 N
35 33 H
35 34 N
35 35 T
35 36 N
35 37 H
35 38 B
35 39 N
35 40 T
35 41 N
35 42 N
35 43 T
35 44 N
35 45 N
35 46 N
35 47 N
35 48 T
35 49 B
35 50 T
36 1 H
36 2 N
36 3 H
36 4 N
36 5 N
36 6 N
36 7 N
36 8 N
36 9 H
36 10 H
36 11 N
36 12 N
36 13 T
36 14 N
36 15 T
36 16 N
36 17 N
36 18 N
36 19 N
36 20 T
36 21 T
36 22 N
36 23 N
36 24 N
36 25 N
36 26 H
36 27 T
36 28 N
36 29 N
36 30 N
36 31 H
36 32 N
36 33 N
36 34 N
36 35 T
36 36 H
36 37 N
36 38 N
36 39 H
36 40 B
36 41 N
36 42 H
36 43 N
36 44 T
36 45 H
36 46 N
36 47 H
36 48 N
36 49 N
36 50 N
37 1 T
37 2 N
37 3 T
37 4 T
37 5 N
37 6 B
37 7 B
37 8 B
37 9 T
37 10 T
37 11 N
37 12 N
37 13 B
37 14 N
37 15 N
37 16 H
37 17 H
37 18 N
37 19 N
37 20 N
37 21 N
37 22 H
37 23 N
37 24 N
37 25 N
37 26 N
37 27 N
37 28 N
37 29 B
37 30 N
37 31 N
37 32 H
37 33 N
37 34 T
37 35 T
37 36 N
37 37 H
37 38 H
37 39 N
37 40 H
37 41 H
37 42 T
37 43 H
37 44 B
37 45 H
37 46 H
37 47 N
37 48 N
37 49 B
37 50 N
38 1 B
38 2 N
38 3 N
38 4 H
38 5 T
38 6 H
38 7 H
38 8 N
38 9 B
38 10 H
38 11 H
38 12 T
38 13 T
38 14 T
38 15 N
38 16 N
38 17 N
38 18 N
38 19 B
38 20 B
38 21 N
38 22 T
38 23 N
38 24 H
38 25 N
38 26 B
38 27 N
38 28 N
38 29 N
38 30 N
38 31 H
38 32 H
38 33 N
38 34 N
38 35 N
38 36 N
38 37 T
38 38 N
38 39 N
38 40 T
38 41 N
38 42 T
38 43 N
38 44 N
38 45 N
38 46 T
38 47 H
38 48 T
38 49 N
38 50 N
39 1 N
39 2 H
39 3 T
39 4 N
39 5 N
39 6 N
39 7 N
39 8 B
39 9 N
39 10 T
39 11 N
39 12 H
39 13 N
39 14 T
39 15 B
39 16 H
39 17 N
39 18 N
39 19 H
39 20 N
39 21 N
39 22 N
39 23 H
39 24 H
39 25 N
39 26 T
39 27 N
39 28 N
39 29 N
39 30 N
39 31 B
39 32 T
39 33 T
39 34 H
39 35 N
39 36 N
39 37 N
39 38 T
39 39 T
39 40 N
39 41 H
39 42 N
39 43 B
39 44 H
39 45 N
39 46 N
39 47 T
39 48 H
39 49 H
39 50 H
40 1 N
40 2 N
40 3 B
40 4 N
40 5 N
40 6 H
40 7 T
40 8 B
40 9 N
40 10 T
40 11 N
40 12 H
40 13 H
40 14 N
40 15 N
40 16 H
40 17 T
40 18 T
40 19 N
40 20 N
40 21 N
40 22 B
40 23 H
40 24 T
40 25 N
40 26 N
40 27 H
40 28 N
40 29 N
40 30 N
40 31 N
40 32 N
40 33 N
40 34 H
40 35 T
40 36 T
40 37 H
40 38 N
40 39 B
40 40 N
40 41 H
40 42 H
40 43 N
40 44 N
40 45 T
40 46 N
40 47 N
40 48 N
40 49 T
40 50 N
41 1 H
41 2 T
41 3 B
41 4 N
41 5 T
41 6 H
41 7 N
41 8 T
41 9 N
41 10 T
41 11 H
41 12 H
41 13 H
41 14 H
41 15 N
41 16 B
41 17 T
41 18 B
41 19 H
41 20 N
41 21 H
41 22 N
41 23 N
41 24 N
41 25 H
41 26 T
41 27 T
41 28 N
41 29 N
41 30 B
41 31 N
41 32 T
41 33 T
41 34 N
41 35 N
41 36 N
41 37 H
41 38 B
41 39 N
41 40 N
41 41 T
41 42 N
41 43 H
41 44 N
41 45 N
41 46 N
41 47 N
41 48 N
41 49 N
41 50 B
42 1 N
42 2 N
42 3 T
42 4 N
42 5 T
42 6 T
42 7 N
42 8 H
42 9 N
42 10 N
42 11 H
42 12 H
42 13 B
42 14 N
42 15 N
42 16 H
42 17 T
42 18 N
42 19 N
42 20 T
42 21 H
42 22 N
42 23 N
42 24 N
42 25 N
42 26 N
42 27 N
42 28 N
42 29 N
42 30 N
42 31 N
42 32 T
42 33 N
42 34 N
42 35 N
42 36 B
42 37 N
42 38 B
42 39 H
42 40 N
42 41 H
42 42 N
42 43 N
42 44 T
42 45 T
42 46 N
42 47 N
42 48 N
42 49 T
42 50 H
43 1 N
43 2 N
43 3 H
43 4 N
43 5 H
43 6 N
43 7 N
43 8 H
43 9 T
43 10 T
43 11 N
43 12 N
43 13 T
43 14 N
43 15 T
43 16 N
43 17 N
43 18 N
43 19 N
43 20 T
43 21 N
43 22 B
43 23 T
43 24 N
43 25 N
43 26 N
43 27 N
43 28 H
43 29 N
43 30 T
43 31 H
43 32 T
43 33 N
43 34 N
43 35 N
43 36 H
43 37 T
43 38 N
43 39 N
43 40 T
43 41 N
43 42 N
43 43 N
43 44 N
43 45 N
43 46 N
43 47 N
43 48 N
43 49 H
43 50 T
44 1 H
44 2 H
44 3 N
44 4 N
44 5 N
44 6 N
44 7 H
44 8 H
44 9 T
44 10 N
44 11 T
44 12 H
44 13 N
44 14 H
44 15 N
44 16 N
44 17 N
44 18 T
44 19 N
44 20 B
44 21 B
44 22 H
44 23 T
44 24 N
44 25 T
44 26 N
44 27 N
44 28 N
44 29 N
44 30 H
44 31 N
44 32 N
44 33 N
44 34 N
44 35 N
44 36 H
44 37 T
44 38 B
44 39 N
44 40 T
44 41 N
44 42 B
44 43 N
44 44 H
44 45 B
44 46 N
44 47 N
44 48 N
44 49 H
44 50 N
45 1 H
45 2 N
45 3 T
45 4 N
45 5 N
45 6 H
45 7 H
45 8 N
45 9 N
45 10 B
45 11 N
45 12 H
45 13 H
45 14 B
45 15 N
45 16 H
45 17 N
45 18 N
45 19 T
45 20 N
45 21 N
45 22 H
45 23 N
45 24 H
45 25 H
45 26 N
45 27 N
45 28 N
45 29 N
45 30 T
45 31 T
45 32 N
45 33 N
45 34 N
45 35 B
45 36 N
45 37 B
45 38 T
45 39 H
45 40 T
45 41 H
45 42 T
45 43 T
45 44 N
45 45 H
45 46 H
45 47 N
45 48 T
45 49 N
45 50 N
46 1 T
46 2 N
46 3 H
46 4 N
46 5 H
46 6 N
46 7 B
46 8 N
46 9 T
46 10 N
46 11 H
46 12 T
46 13 N
46 14 H
46 15 H
46 16 N
46 17 T
46 18 B
46 19 B
46 20 N
46 21 N
46 22 H
46 23 N
46 24 N
46 25 T
46 26 N
46 27 N
46 28 N
46 29 H
46 30 N
46 31 H
46 32 N
46 33 N
46 34 N
46 35 T
46 36 H
46 37 H
46 38 H
46 39 N
46 40 N
46 41 H
46 42 H
46 43 B
46 44 N
46 45 T
46 46 N
46 47 N
46 48 N
46 49 T
46 50 H
47 1 T
47 2 H
47 3 N
47 4 N
47 5 N
47 6 N
47 7 H
47 8 B
47 9 N
47 10 N
47 11 N
47 12 N
47 13 N
47 14 H
47 15 N
47 16 N
47 17 H
47 18 N
47 19 N
47 20 T
47 21 B
47 22 N
47 23 N
47 24 N
47 25 T
47 26 N
47 27 N
47 28 N
47 29 N
47 30 T
47 31 B
47 32 N
