100 50
11 28 N
11 29 N
11 30 H
11 31 N
11 32 N
11 33 T
11 34 N
11 35 N
11 36 H
11 37 T
11 38 T
11 39 N
11 40 N
11 41 T
11 42 N
11 43 N
11 44 N
11 45 N
11 46 T
11 47 N
11 48 N
11 49 T
11 50 H
12 1 N
12 2 T
12 3 B
12 4 B
12 5 T
12 6 N
12 7 N
12 8 N
12 9 N
12 10 T
12 11 B
12 12 N
12 13 N
12 14 N
12 15 N
12 16 H
12 17 B
12 18 T
12 19 N
12 20 N
12 21 N
12 22 T
12 23 N
12 24 N
12 25 H
12 26 H
12 27 B
12 28 N
12 29 N
12 30 N
12 31 N
12 32 B
12 33 N
12 34 H
12 35 T
12 36 N
12 37 H
12 38 N
12 39 H
12 40 N
12 41 T
12 42 T
12 43 N
12 44 N
12 45 N
12 46 B
12 47 T
12 48 N
12 49 T
12 50 H
13 1 N
13 2 N
13 3 N
13 4 T
13 5 B
13 6 N
13 7 N
13 8 N
13 9 T
13 10 N
13 11 N
13 12 H
13 13 H
13 14 N
13 15 N
13 16 N
13 17 N
13 18 N
13 19 N
13 20 N
13 21 N
13 22 T
13 23 T
13 24 N
13 25 H
13 26 T
13 27 N
13 28 T
13 29 T
13 30 T
13 31 T
13 32 B
13 33 T
13 34 N
13 35 H
13 36 T
13 37 T
13 38 T
13 39 H
13 40 T
13 41 N
13 42 H
13 43 H
13 44 N
13 45 N
13 46 H
13 47 T
13 48 N
13 49 T
13 50 N
14 1 B
14 2 T
14 3 N
14 4 N
14 5 B
14 6 N
14 7 H
14 8 N
14 9 T
14 10 N
14 11 N
14 12 T
14 13 N
14 14 N
14 15 H
14 16 N
14 17 H
14 18 B
14 19 N
14 20 H
14 21 N
14 22 B
14 23 N
14 24 B
14 25 T
14 26 H
14 27 N
14 28 H
14 29 N
14 30 H
14 31 H
14 32 H
14 33 T
14 34 T
14 35 T
14 36 B
14 37 N
14 38 N
14 39 N
14 40 N
14 41 N
14 42 N
14 43 T
14 44 N
14 45 B
14 46 N
14 47 H
14 48 H
14 49 H
14 50 N
15 1 T
15 2 H
15 3 B
15 4 H
15 5 H
15 6 T
15 7 T
15 8 T
15 9 N
15 10 T
15 11 H
15 12 N
15 13 N
15 14 N
15 15 H
15 16 N
15 17 N
15 18 H
15 19 T
15 20 B
15 21 H
15 22 H
15 23 T
15 24 T
15 25 N
15 26 T
15 27 N
15 28 N
15 29 T
15 30 H
15 31 H
15 32 N
15 33 N
15 34 N
15 35 H
15 36 H
15 37 N
15 38 T
15 39 N
15 40 N
15 41 T
15 42 N
15 43 N
15 44 B
15 45 N
15 46 H
15 47 H
15 48 N
15 49 H
15 50 N
16 1 T
16 2 N
16 3 T
16 4 N
16 5 H
16 6 T
16 7 H
16 8 H
16 9 N
16 10 N
16 11 H
16 12 T
16 13 N
16 14 N
16 15 B
16 16 N
16 17 N
16 18 H
16 19 T
16 20 N
16 21 H
16 22 H
16 23 H
16 24 N
16 25 T
16 26 N
16 27 N
16 28 T
16 29 T
16 30 H
16 31 B
16 32 N
16 33 N
16 34 T
16 35 N
16 36 B
16 37 T
16 38 T
16 39 N
16 40 N
16 41 N
16 42 H
16 43 N
16 44 N
16 45 H
16 46 T
16 47 N
16 48 T
16 49 T
16 50 B
17 1 N
17 2 H
17 3 N
17 4 N
17 5 T
17 6 N
17 7 N
17 8 B
17 9 B
17 10 T
17 11 N
17 12 N
17 13 H
17 14 T
17 15 T
17 16 N
17 17 N
17 18 N
17 19 H
17 20 H
17 21 N
17 22 T
17 23 T
17 24 N
17 25 N
17 26 B
17 27 B
17 28 N
17 29 H
17 30 N
17 31 H
17 32 N
17 33 N
17 34 N
17 35 N
17 36 N
17 37 N
17 38 N
17 39 N
17 40 B
17 41 H
17 42 T
17 43 H
17 44 N
17 45 N
17 46 B
17 47 B
17 48 N
17 49 B
17 50 B
18 1 B
18 2 H
18 3 T
18 4 N
18 5 T
18 6 H
18 7 B
18 8 T
18 9 N
18 10 N
18 11 N
18 12 H
18 13 T
18 14 H
18 15 T
18 16 N
18 17 B
18 18 N
18 19 H
18 20 N
18 21 N
18 22 N
18 23 N
18 24 N
18 25 H
18 26 T
18 27 N
18 28 N
18 29 N
18 30 T
18 31 H
18 32 H
18 33 H
18 34 B
18 35 N
18 36 N
18 37 N
18 38 N
18 39 T
18 40 H
18 41 N
18 42 N
18 43 H
18 44 T
18 45 H
18 46 H
18 47 T
18 48 N
18 49 N
18 50 H
19 1 T
19 2 T
19 3 N
19 4 T
19 5 H
19 6 N
19 7 B
19 8 N
19 9 H
19 10 N
19 11 T
19 12 T
19 13 N
19 14 N
19 15 N
19 16 T
19 17 N
19 18 N
19 19 N
19 20 N
19 21 H
19 22 N
19 23 H
19 24 N
19 25 B
19 26 T
19 27 N
19 28 N
19 29 T
19 30 B
19 31 N
19 32 T
19 33 T
19 34 N
19 35 N
19 36 N
19 37 T
19 38 N
19 39 T
19 40 B
19 41 H
19 42 H
19 43 B
19 44 N
19 45 T
19 46 T
19 47 H
19 48 N
19 49 N
19 50 N
20 1 N
20 2 T
20 3 H
20 4 B
20 5 N
20 6 B
20 7 N
20 8 H
20 9 T
20 10 H
20 11 N
20 12 T
20 13 N
20 14 H
20 15 N
20 16 H
20 17 N
20 18 T
20 19 H
20 20 N
20 21 B
20 22 N
20 23 N
20 24 H
20 25 N
20 26 T
20 27 N
20 28 H
20 29 H
20 30 H
20 31 H
20 32 N
20 33 H
20 34 H
20 35 T
20 36 T
20 37 H
20 38 T
20 39 T
20 40 N
20 41 H
20 42 H
20 43 N
20 44 N
20 45 T
20 46 N
20 47 N
20 48 H
20 49 H
20 50 N
21 1 N
21 2 N
21 3 H
21 4 H
21 5 N
21 6 N
21 7 N
21 8 T
21 9 N
21 10 N
21 11 H
21 12 H
21 13 T
21 14 N
21 15 H
21 16 B
21 17 H
21 18 N
21 19 N
21 20 T
21 21 T
21 22 N
21 23 N
21 24 N
21 25 H
21 26 H
21 27 N
21 28 H
21 29 N
21 30 N
21 31 H
21 32 N
21 33 T
21 34 T
21 35 N
21 36 H
21 37 B
21 38 H
21 39 N
21 40 N
21 41 H
21 42 N
21 43 H
21 44 N
21 45 H
21 46 N
21 47 H
21 48 H
21 49 N
21 50 H
22 1 N
22 2 N
22 3 N
22 4 B
22 5 T
22 6 B
22 7 T
22 8 H
22 9 T
22 10 N
22 11 H
22 12 N
22 13 B
22 14 N
22 15 B
22 16 N
22 17 T
22 18 H
22 19 N
22 20 T
22 21 N
22 22 N
22 23 N
22 24 N
22 25 N
22 26 N
22 27 B
22 28 T
22 29 T
22 30 N
22 31 T
22 32 H
22 33 H
22 34 N
22 35 T
22 36 N
22 37 T
22 38 N
22 39 T
22 40 T
22 41 N
22 42 H
22 43 N
22 44 N
22 45 N
22 46 N
22 47 H
22 48 H
22 49 N
22 50 T
23 1 H
23 2 N
23 3 N
23 4 T
23 5 N
23 6 H
23 7 N
23 8 N
23 9 H
23 10 N
23 11 N
23 12 T
23 13 N
23 14 H
23 15 H
23 16 H
23 17 N
23 18 T
23 19 N
23 20 N
23 21 H
23 22 N
23 23 H
23 24 N
23 25 N
23 26 T
23 27 N
23 28 H
23 29 N
23 30 T
23 31 H
23 32 N
23 33 N
23 34 T
23 35 B
23 36 N
23 37 H
23 38 N
23 39 B
23 40 T
23 41 N
23 42 T
23 43 T
23 44 H
23 45 B
23 46 N
23 47 T
23 48 N
23 49 N
23 50 H
24 1 N
24 2 T
24 3 H
24 4 T
24 5 N
24 6 H
24 7 B
24 8 T
24 9 N
24 10 N
24 11 N
24 12 N
24 13 H
24 14 N
24 15 N
24 16 N
24 17 T
24 18 H
24 19 N
24 20 N
24 21 H
24 22 N
24 23 H
24 24 N
24 25 N
24 26 B
24 27 N
24 28 N
24 29 N
24 30 T
24 31 N
24 32 T
24 33 B
24 34 T
24 35 N
24 36 N
24 37 N
24 38 B
24 39 H
24 40 H
24 41 N
24 42 H
24 43 N
24 44 N
24 45 B
24 46 N
24 47 T
24 48 T
24 49 T
24 50 H
25 1 N
25 2 T
25 3 N
25 4 N
25 5 N
25 6 H
25 7 T
25 8 N
25 9 H
25 10 N
25 11 N
25 12 T
25 13 N
25 14 T
25 15 N
25 16 N
25 17 N
25 18 N
25 19 N
25 20 N
25 21 H
25 22 H
25 23 H
25 24 N
25 25 H
25 26 N
25 27 B
25 28 N
25 29 T
25 30 N
25 31 T
25 32 T
25 33 H
25 34 N
25 35 T
25 36 N
25 37 T
25 38 H
25 39 H
25 40 H
25 41 H
25 42 B
25 43 N
25 44 N
25 45 T
25 46 N
25 47 H
25 48 N
25 49 H
25 50 B
26 1 N
26 2 N
26 3 T
26 4 N
26 5 T
26 6 N
26 7 N
26 8 T
26 9 N
26 10 B
26 11 H
26 12 N
26 13 N
26 14 H
26 15 H
26 16 N
26 17 T
26 18 T
26 19 B
26 20 N
26 21 N
26 22 N
26 23 N
26 24 N
26 25 N
26 26 N
26 27 N
26 28 T
26 29 N
26 30 B
26 31 H
26 32 N
26 33 N
26 34 N
26 35 H
26 36 N
26 37 H
26 38 H
26 39 N
26 40 T
26 41 N
26 42 B
26 43 H
26 44 H
26 45 N
26 46 N
26 47 N
26 48 B
26 49 B
26 50 H
27 1 N
27 2 H
27 3 N
27 4 N
27 5 N
27 6 N
27 7 N
27 8 T
27 9 T
27 10 N
27 11 N
27 12 B
27 13 H
27 14 N
27 15 N
27 16 B
27 17 H
27 18 H
27 19 N
27 20 N
27 21 N
27 22 N
27 23 H
27 24 N
27 25 N
27 26 N
27 27 H
27 28 T
27 29 N
27 30 H
27 31 H
27 32 H
27 33 T
27 34 T
27 35 H
27 36 N
27 37 N
27 38 H
27 39 B
27 40 N
27 41 N
27 42 N
27 43 N
27 44 N
27 45 H
27 46 T
27 47 H
27 48 B
27 49 H
27 50 T
28 1 N
28 2 N
28 3 N
28 4 N
28 5 H
28 6 B
28 7 T
28 8 H
28 9 T
28 10 T
28 11 N
28 12 T
28 13 H
28 14 T
28 15 N
28 16 B
28 17 N
28 18 N
28 19 N
28 20 N
28 21 B
28 22 T
28 23 N
28 24 H
28 25 B
28 26 H
28 27 H
28 28 H
28 29 N
28 30 N
28 31 N
28 32 B
28 33 B
28 34 B
28 35 N
28 36 N
28 37 H
28 38 N
28 39 N
28 40 T
28 41 H
28 42 H
28 43 H
28 44 N
28 45 N
28 46 T
28 47 N
28 48 H
28 49 H
28 50 N
29 1 N
29 2 T
29 3 H
29 4 N
29 5 B
29 6 T
29 7 N
29 8 H
29 9 N
29 10 N
29 11 N
29 12 T
29 13 N
29 14 N
29 15 N
29 16 N
29 17 N
29 18 T
29 19 T
29 20 N
29 21 T
29 22 N
29 23 N
29 24 H
29 25 T
29 26 N
29 27 T
29 28 N
29 29 H
29 30 T
29 31 T
29 32 N
29 33 H
29 34 N
29 35 N
29 36 N
29 37 H
29 38 H
29 39 H
29 40 T
29 41 T
29 42 N
29 43 N
29 44 H
29 45 N
29 46 N
29 47 H
29 48 N
29 49 N
29 50 N
30 1 N
30 2 N
30 3 T
30 4 N
30 5 B
30 6 N
30 7 N
30 8 N
30 9 N
30 10 N
30 11 N
30 12 N
30 13 H
30 14 H
30 15 B
30 16 T
30 17 N
30 18 N
30 19 T
30 20 T
30 21 T
30 22 H
30 23 N
30 24 T
30 25 H
30 26 N
30 27 N
30 28 T
30 29 B
30 30 N
30 31 N
30 32 B
30 33 B
30 34 N
30 35 N
30 36 T
30 37 N
30 38 T
30 39 T
30 40 N
30 41 T
30 42 N
30 43 N
30 44 N
30 45 H
30 46 N
30 47 H
30 48 N
30 49 N
30 50 H
31 1 N
31 2 H
31 3 N
31 4 H
31 5 N
31 6 N
31 7 N
31 8 N
31 9 H
31 10 H
31 11 N
31 12 T
31 13 T
31 14 N
31 15 N
31 16 H
31 17 T
31 18 B
31 19 T
31 20 B
31 21 N
31 22 T
31 23 N
31 24 N
31 25 H
31 26 T
31 27 T
31 28 T
31 29 N
31 30 T
31 31 N
31 32 T
31 33 B
31 34 N
31 35 H
31 36 N
31 37 B
31 38 H
31 39 T
31 40 H
31 41 N
31 42 T
31 43 H
31 44 N
31 45 N
31 46 H
31 47 T
31 48 T
31 49 B
31 50 N
32 1 T
32 2 T
32 3 N
32 4 N
32 5 N
32 6 N
32 7 T
32 8 T
32 9 H
32 10 N
32 11 T
32 12 N
32 13 T
32 14 T
32 15 T
32 16 T
32 17 N
32 18 H
32 19 B
32 20 H
32 21 N
32 22 N
32 23 H
32 24 H
32 25 B
32 26 H
32 27 N
32 28 B
32 29 H
32 30 T
32 31 N
32 32 H
32 33 N
32 34 N
32 35 N
32 36 B
32 37 B
32 38 T
32 39 N
32 40 N
32 41 N
32 42 T
32 43 N
32 44 N
32 45 N
32 46 N
32 47 B
32 48 T
32 49 B
32 50 H
33 1 N
33 2 N
33 3 N
33 4 N
33 5 N
33 6 N
33 7 N
33 8 N
33 9 N
33 10 H
33 11 T
33 12 N
33 13 N
33 14 T
33 15 N
33 16 H
33 17 B
33 18 N
33 19 N
33 20 N
33 21 N
33 22 T
33 23 N
33 24 N
33 25 N
33 26 N
33 27 B
33 28 N
33 29 B
33 30 H
33 31 N
33 32 N
33 33 T
33 34 B
33 35 T
33 36 N
33 37 T
33 38 N
33 39 N
33 40 N
33 41 H
33 42 N
33 43 N
33 44 N
33 45 H
33 46 N
33 47 N
33 48 T
33 49 N
33 50 N
34 1 N
34 2 H
34 3 N
34 4 T
34 5 N
34 6 H
34 7 B
34 8 N
34 9 B
34 10 H
34 11 B
34 12 N
34 13 B
34 14 T
34 15 T
34 16 T
34 17 N
34 18 N
34 19 H
34 20 N
34 21 H
34 22 B
34 23 N
34 24 B
34 25 T
34 26 T
34 27 N
34 28 N
34 29 N
34 30 H
34 31 T
34 32 N
34 33 N
34 34 N
34 35 N
34 36 N
34 37 N
34 38 N
34 39 T
34 40 B
34 41 N
34 42 H
34 43 N
34 44 N
34 45 N
34 46 H
34 47 H
34 48 T
34 49 N
34 50 T
35 1 T
35 2 H
35 3 H
35 4 T
35 5 H
35 6 N
35 7 N
35 8 N
35 9 H
35 10 T
35 11 H
35 12 H
35 13 T
35 14 N
35 15 N
35 16 N
35 17 N
35 18 T
35 19 N
35 20 N
35 21 H
35 22 T
35 23 T
35 24 N
35 25 T
35 26 N
35 27 T
35 28 N
35 29 N
35 30 T
35 31 T
35 32 T
35 33 H
35 34 T
35 35 N
35 36 H
35 37 T
35 38 T
35 39 B
35 40 H
35 41 N
35 42 H
35 43 H
35 44 B
35 45 T
35 46 B
35 47 H
35 48 N
35 49 H
35 50 H
36 1 H
36 2 B
36 3 N
36 4 N
36 5 T
36 6 T
36 7 N
36 8 N
36 9 N
36 10 T
36 11 N
36 12 T
36 13 N
36 14 N
36 15 T
36 16 H
36 17 H
36 18 N
36 19 N
36 20 N
36 21 N
36 22 B
36 23 T
36 24 B
36 25 N
36 26 N
36 27 N
36 28 T
36 29 T
36 30 T
36 31 N
36 32 N
36 33 N
36 34 H
36 35 N
36 36 N
36 37 N
36 38 N
36 39 H
36 40 T
36 41 H
36 42 N
36 43 N
36 44 N
36 45 N
36 46 N
36 47 N
36 48 T
36 49 N
36 50 T
37 1 B
37 2 N
37 3 N
37 4 N
37 5 B
37 6 T
37 7 H
37 8 N
37 9 T
37 10 N
37 11 N
37 12 N
37 13 N
37 14 N
37 15 H
37 16 T
37 17 N
37 18 N
37 19 H
37 20 N
37 21 H
37 22 N
37 23 N
37 24 H
37 25 T
37 26 N
37 27 H
37 28 N
37 29 N
37 30 H
37 31 N
37 32 H
37 33 N
37 34 N
37 35 H
37 36 N
37 37 H
37 38 T
37 39 T
37 40 T
37 41 H
37 42 H
37 43 H
37 44 B
37 45 N
37 46 H
37 47 N
37 48 T
37 49 H
37 50 T
38 1 B
38 2 N
38 3 N
38 4 N
38 5 H
38 6 N
38 7 H
38 8 N
38 9 N
38 10 N
38 11 N
38 12 N
38 13 N
38 14 H
38 15 N
38 16 B
38 17 H
38 18 T
38 19 T
38 20 N
38 21 N
38 22 N
38 23 N
38 24 T
38 25 B
38 26 T
38 27 N
38 28 H
38 29 N
38 30 H
38 31 T
38 32 B
38 33 B
38 34 N
38 35 N
38 36 B
38 37 N
38 38 N
38 39 N
38 40 N
38 41 N
38 42 N
38 43 N
38 44 N
38 45 N
38 46 B
38 47 N
38 48 N
38 49 N
38 50 B
39 1 H
39 2 N
39 3 N
39 4 N
39 5 N
39 6 N
39 7 H
39 8 B
39 9 T
39 10 N
39 11 N
39 12 N
39 13 H
39 14 N
39 15 H
39 16 N
39 17 N
39 18 N
39 19 N
39 20 T
39 21 B
39 22 T
39 23 H
39 24 N
39 25 N
39 26 T
39 27 N
39 28 N
39 29 H
39 30 N
39 31 N
39 32 T
39 33 N
39 34 T
39 35 B
39 36 H
39 37 B
39 38 N
39 39 H
39 40 H
39 41 T
39 42 N
39 43 H
39 44 N
39 45 T
39 46 N
39 47 T
39 48 T
39 49 N
39 50 N
40 1 N
40 2 N
40 3 N
40 4 H
40 5 T
40 6 T
40 7 H
40 8 N
40 9 H
40 10 B
40 11 N
40 12 N
40 13 T
40 14 N
40 15 H
40 16 H
40 17 N
40 18 N
40 19 N
40 20 B
40 21 T
40 22 N
40 23 N
40 24 B
40 25 H
40 26 N
40 27 N
40 28 N
40 29 N
40 30 N
40 31 H
40 32 H
40 33 N
40 34 N
40 35 H
40 36 N
40 37 H
40 38 N
40 39 H
40 40 H
40 41 N
40 42 H
40 43 T
40 44 N
40 45 H
40 46 N
40 47 T
40 48 T
40 49 N
40 50 T
41 1 T
41 2 N
41 3 N
41 4 N
41 5 H
41 6 N
41 7 H
41 8 N
41 9 T
41 10 N
41 11 N
41 12 B
41 13 T
41 14 T
41 15 N
41 16 B
41 17 N
41 18 N
41 19 N
41 20 B
41 21 B
41 22 B
41 23 N
41 24 H
41 25 N
41 26 T
41 27 N
41 28 H
41 29 T
41 30 N
41 31 H
41 32 N
41 33 H
41 34 N
41 35 H
41 36 T
41 37 T
41 38 N
41 39 H
41 40 N
41 41 H
41 42 T
41 43 T
41 44 H
41 45 T
41 46 N
41 47 N
41 48 H
41 49 N
41 50 H
42 1 N
42 2 H
42 3 N
42 4 N
42 5 T
42 6 T
42 7 N
42 8 T
42 9 T
42 10 N
42 11 T
42 12 N
42 13 N
42 14 N
42 15 H
42 16 B
42 17 N
42 18 N
42 19 N
42 20 N
42 21 B
42 22 N
42 23 N
42 24 N
42 25 N
42 26 N
42 27 T
42 28 N
42 29 T
42 30 B
42 31 N
42 32 N
42 33 N
42 34 N
42 35 T
42 36 N
42 37 T
42 38 H
42 39 N
42 40 H
42 41 B
42 42 N
42 43 N
42 44 N
42 45 H
42 46 N
42 47 N
42 48 T
42 49 B
42 50 N
43 1 N
43 2 T
43 3 T
43 4 N
43 5 T
43 6 N
43 7 N
43 8 B
43 9 T
43 10 N
43 11 N
43 12 N
43 13 H
43 14 N
43 15 H
43 16 N
43 17 H
43 18 T
43 19 H
43 20 T
43 21 N
43 22 N
43 23 T
43 24 B
43 25 N
43 26 N
43 27 N
43 28 H
43 29 N
43 30 N
43 31 N
43 32 T
43 33 N
43 34 N
43 35 N
43 36 T
43 37 T
43 38 H
43 39 T
43 40 T
43 41 H
43 42 B
43 43 T
43 44 B
43 45 H
43 46 H
43 47 N
43 48 T
43 49 T
43 50 T
44 1 N
44 2 T
44 3 T
44 4 T
44 5 B
44 6 H
44 7 N
44 8 B
44 9 T
44 10 N
44 11 T
44 12 H
44 13 N
44 14 N
44 15 N
44 16 N
44 17 H
44 18 N
44 19 B
44 20 B
44 21 H
44 22 H
44 23 B
44 24 T
44 25 T
44 26 B
44 27 T
44 28 N
44 29 N
44 30 B
44 31 T
44 32 T
44 33 B
44 34 N
44 35 N
44 36 B
44 37 N
44 38 N
44 39 T
44 40 N
44 41 T
44 42 N
44 43 N
44 44 N
44 45 B
44 46 N
44 47 N
44 48 T
44 49 N
44 50 N
45 1 T
45 2 N
45 3 N
45 4 N
45 5 H
45 6 N
45 7 N
45 8 N
45 9 H
45 10 B
45 11 N
45 12 N
45 13 N
45 14 T
45 15 N
45 16 N
45 17 N
45 18 N
45 19 T
45 20 B
45 21 N
45 22 N
45 23 T
45 24 H
45 25 N
45 26 B
45 27 N
45 28 N
45 29 N
45 30 T
45 31 N
45 32 T
45 33 H
45 34 N
45 35 N
45 36 T
45 37 B
45 38 H
45 39 B
45 40 N
45 41 H
45 42 T
45 43 B
45 44 N
45 45 N
45 46 H
45 47 T
45 48 T
45 49 N
45 50 B
46 1 N
46 2 B
46 3 T
46 4 N
46 5 T
46 6 T
46 7 T
46 8 N
46 9 N
46 10 T
46 11 N
46 12 N
46 13 B
46 14 N
46 15 H
46 16 N
46 17 T
46 18 H
46 19 N
46 20 T
46 21 N
46 22 B
46 23 N
46 24 N
46 25 N
46 26 H
46 27 N
46 28 N
46 29 N
46 30 N
46 31 H
46 32 T
46 33 N
46 34 B
46 35 B
46 36 H
46 37 H
46 38 N
46 39 N
46 40 T
46 41 N
46 42 N
46 43 N
46 44 H
46 45 N
46 46 T
46 47 N
46 48 N
46 49 N
46 50 N
47 1 N
47 2 H
47 3 T
47 4 T
47 5 T
47 6 T
47 7 B
47 8 B
47 9 B
47 10 H
47 11 B
47 12 N
47 13 H
47 14 B
47 15 N
47 16 H
47 17 T
47 18 N
47 19 N
47 20 N
47 21 N
47 22 T
47 23 H
47 24 T
47 25 H
47 26 N
47 27 N
47 28 N
47 29 H
47 30 H
47 31 B
47 32 T
