100 50
11 28 N
11 29 H
11 30 N
11 31 H
11 32 T
11 33 T
11 34 T
11 35 B
11 36 N
11 37 N
11 38 B
11 39 T
11 40 T
11 41 N
11 42 N
11 43 B
11 44 H
11 45 N
11 46 T
11 47 N
11 48 N
11 49 N
11 50 B
12 1 N
12 2 T
12 3 H
12 4 N
12 5 N
12 6 B
12 7 N
12 8 H
12 9 T
12 10 N
12 11 N
12 12 H
12 13 N
12 14 N
12 15 N
12 16 T
12 17 N
12 18 N
12 19 N
12 20 N
12 21 N
12 22 H
12 23 B
12 24 N
12 25 H
12 26 H
12 27 N
12 28 N
12 29 N
12 30 H
12 31 B
12 32 N
12 33 N
12 34 H
12 35 N
12 36 T
12 37 T
12 38 H
12 39 N
12 40 T
12 41 T
12 42 N
12 43 T
12 44 H
12 45 B
12 46 N
12 47 H
12 48 N
12 49 T
12 50 N
13 1 N
13 2 T
13 3 H
13 4 N
13 5 N
13 6 N
13 7 N
13 8 N
13 9 N
13 10 T
13 11 N
13 12 N
13 13 N
13 14 T
13 15 N
13 16 T
13 17 H
13 18 N
13 19 T
13 20 N
13 21 N
13 22 T
13 23 B
13 24 N
13 25 N
13 26 N
13 27 N
13 28 N
13 29 B
13 30 N
13 31 N
13 32 H
13 33 N
13 34 N
13 35 N
13 36 H
13 37 H
13 38 N
13 39 N
13 40 B
13 41 N
13 42 N
13 43 T
13 44 T
13 45 N
13 46 H
13 47 N
13 48 N
13 49 N
13 50 T
14 1 H
14 2 N
14 3 H
14 4 N
14 5 T
14 6 N
14 7 N
14 8 N
14 9 H
14 10 N
14 11 N
14 12 H
14 13 B
14 14 N
14 15 N
14 16 N
14 17 N
14 18 B
14 19 N
14 20 H
14 21 N
14 22 H
14 23 N
14 24 N
14 25 T
14 26 T
14 27 N
14 28 N
14 29 N
14 30 N
14 31 N
14 32 N
14 33 N
14 34 T
14 35 T
14 36 N
14 37 N
14 38 N
14 39 T
14 40 H
14 41 H
14 42 T
14 43 H
14 44 N
14 45 H
14 46 N
14 47 N
14 48 N
14 49 N
14 50 H
15 1 H
15 2 N
15 3 N
15 4 B
15 5 T
15 6 H
15 7 N
15 8 T
15 9 N
15 10 N
15 11 T
15 12 T
15 13 N
15 14 N
15 15 N
15 16 H
15 17 N
15 18 B
15 19 H
15 20 N
15 21 H
15 22 T
15 23 N
15 24 N
15 25 N
15 26 T
15 27 H
15 28 N
15 29 H
15 30 H
15 31 N
15 32 N
15 33 N
15 34 N
15 35 H
15 36 N
15 37 N
15 38 N
15 39 T
15 40 N
15 41 N
15 42 N
15 43 T
15 44 N
15 45 H
15 46 H
15 47 H
15 48 T
15 49 H
15 50 T
16 1 H
16 2 H
16 3 N
16 4 N
16 5 T
16 6 N
16 7 N
16 8 N
16 9 N
16 10 N
16 11 T
16 12 T
16 13 N
16 14 N
16 15 T
16 16 B
16 17 N
16 18 N
16 19 N
16 20 N
16 21 T
16 22 N
16 23 T
16 24 N
16 25 T
16 26 N
16 27 N
16 28 T
16 29 N
16 30 H
16 31 N
16 32 N
16 33 N
16 34 N
16 35 H
16 36 N
16 37 N
16 38 H
16 39 N
16 40 H
16 41 T
16 42 N
16 43 H
16 44 N
16 45 T
16 46 N
16 47 H
16 48 N
16 49 T
16 50 N
17 1 N
17 2 N
17 3 B
17 4 B
17 5 N
17 6 T
17 7 T
17 8 N
17 9 N
17 10 N
17 11 B
17 12 B
17 13 N
17 14 B
17 15 N
17 16 N
17 17 N
17 18 B
17 19 H
17 20 N
17 21 N
17 22 N
17 23 H
17 24 B
17 25 N
17 26 N
17 27 T
17 28 N
17 29 T
17 30 N
17 31 H
17 32 T
17 33 H
17 34 B
17 35 N
17 36 N
17 37 N
17 38 N
17 39 H
17 40 N
17 41 N
17 42 T
17 43 N
17 44 N
17 45 B
17 46 T
17 47 T
17 48 T
17 49 T
17 50 T
18 1 T
18 2 N
18 3 N
18 4 N
18 5 N
18 6 N
18 7 T
18 8 H
18 9 N
18 10 T
18 11 H
18 12 B
18 13 T
18 14 N
18 15 N
18 16 N
18 17 N
18 18 H
18 19 N
18 20 T
18 21 N
18 22 N
18 23 H
18 24 N
18 25 H
18 26 N
18 27 T
18 28 T
18 29 T
18 30 T
18 31 N
18 32 T
18 33 H
18 34 H
18 35 H
18 36 N
18 37 N
18 38 N
18 39 N
18 40 N
18 41 B
18 42 T
18 43 T
18 44 H
18 45 N
18 46 N
18 47 N
18 48 N
18 49 N
18 50 N
19 1 B
19 2 N
19 3 T
19 4 N
19 5 N
19 6 N
19 7 N
19 8 N
19 9 T
19 10 N
19 11 N
19 12 N
19 13 N
19 14 N
19 15 N
19 16 H
19 17 H
19 18 N
19 19 H
19 20 H
19 21 T
19 22 N
19 23 N
19 24 H
19 25 H
19 26 N
19 27 T
19 28 N
19 29 N
19 30 H
19 31 N
19 32 H
19 33 T
19 34 N
19 35 N
19 36 N
19 37 H
19 38 H
19 39 H
19 40 B
19 41 H
19 42 N
19 43 T
19 44 N
19 45 N
19 46 H
19 47 N
19 48 H
19 49 N
19 50 H
20 1 T
20 2 B
20 3 N
20 4 N
20 5 B
20 6 T
20 7 H
20 8 T
20 9 B
20 10 H
20 11 T
20 12 N
20 13 N
20 14 N
20 15 H
20 16 T
20 17 H
20 18 N
20 19 N
20 20 N
20 21 H
20 22 H
20 23 N
20 24 N
20 25 H
20 26 H
20 27 T
20 28 H
20 29 N
20 30 N
20 31 H
20 32 N
20 33 N
20 34 N
20 35 H
20 36 N
20 37 T
20 38 N
20 39 N
20 40 H
20 41 B
20 42 H
20 43 T
20 44 B
20 45 B
20 46 H
20 47 N
20 48 H
20 49 N
20 50 B
21 1 N
21 2 T
21 3 H
21 4 N
21 5 N
21 6 N
21 7 H
21 8 T
21 9 T
21 10 N
21 11 T
21 12 N
21 13 B
21 14 B
21 15 N
21 16 H
21 17 B
21 18 T
21 19 H
21 20 N
21 21 N
21 22 H
21 23 N
21 24 T
21 25 N
21 26 N
21 27 N
21 28 N
21 29 H
21 30 N
21 31 T
21 32 H
21 33 N
21 34 T
21 35 T
21 36 T
21 37 T
21 38 N
21 39 N
21 40 H
21 41 N
21 42 B
21 43 N
21 44 T
21 45 N
21 46 H
21 47 H
21 48 T
21 49 N
21 50 N
22 1 T
22 2 N
22 3 N
22 4 T
22 5 T
22 6 B
22 7 B
22 8 N
22 9 N
22 10 N
22 11 N
22 12 N
22 13 H
22 14 N
22 15 H
22 16 N
22 17 N
22 18 N
22 19 B
22 20 N
22 21 N
22 22 N
22 23 N
22 24 N
22 25 B
22 26 T
22 27 T
22 28 N
22 29 N
22 30 H
22 31 T
22 32 N
22 33 N
22 34 T
22 35 N
22 36 N
22 37 N
22 38 H
22 39 N
22 40 T
22 41 N
22 42 N
22 43 T
22 44 N
22 45 N
22 46 N
22 47 H
22 48 T
22 49 N
22 50 N
23 1 N
23 2 T
23 3 T
23 4 N
23 5 T
23 6 N
23 7 H
23 8 N
23 9 N
23 10 N
23 11 N
23 12 H
23 13 B
23 14 N
23 15 N
23 16 N
23 17 H
23 18 B
23 19 T
23 20 N
23 21 N
23 22 T
23 23 H
23 24 N
23 25 N
23 26 N
23 27 N
23 28 T
23 29 N
23 30 T
23 31 N
23 32 B
23 33 N
23 34 T
23 35 H
23 36 T
23 37 N
23 38 T
23 39 N
23 40 B
23 41 T
23 42 N
23 43 T
23 44 H
23 45 N
23 46 T
23 47 T
23 48 H
23 49 N
23 50 N
24 1 T
24 2 N
24 3 H
24 4 H
24 5 N
24 6 T
24 7 B
24 8 B
24 9 N
24 10 N
24 11 B
24 12 H
24 13 N
24 14 N
24 15 H
24 16 N
24 17 N
24 18 B
24 19 N
24 20 B
24 21 H
24 22 N
24 23 T
24 24 N
24 25 H
24 26 H
24 27 N
24 28 N
24 29 N
24 30 N
24 31 N
24 32 H
24 33 N
24 34 N
24 35 T
24 36 N
24 37 N
24 38 B
24 39 N
24 40 T
24 41 N
24 42 N
24 43 N
24 44 H
24 45 N
24 46 T
24 47 H
24 48 N
24 49 T
24 50 B
25 1 N
25 2 N
25 3 B
25 4 T
25 5 N
25 6 T
25 7 H
25 8 N
25 9 N
25 10 N
25 11 H
25 12 N
25 13 T
25 14 N
25 15 H
25 16 N
25 17 B
25 18 N
25 19 H
25 20 N
25 21 T
25 22 T
25 23 B
25 24 T
25 25 T
25 26 T
25 27 N
25 28 B
25 29 N
25 30 T
25 31 B
25 32 T
25 33 B
25 34 H
25 35 N
25 36 T
25 37 T
25 38 B
25 39 N
25 40 N
25 41 H
25 42 T
25 43 T
25 44 T
25 45 N
25 46 N
25 47 N
25 48 H
25 49 H
25 50 N
26 1 N
26 2 N
26 3 H
26 4 H
26 5 H
26 6 N
26 7 B
26 8 B
26 9 N
26 10 N
26 11 T
26 12 H
26 13 N
26 14 T
26 15 H
26 16 H
26 17 N
26 18 N
26 19 H
26 20 H
26 21 N
26 22 N
26 23 N
26 24 N
26 25 N
26 26 N
26 27 T
26 28 B
26 29 H
26 30 N
26 31 N
26 32 T
26 33 N
26 34 T
26 35 T
26 36 H
26 37 N
26 38 B
26 39 H
26 40 N
26 41 N
26 42 N
26 43 N
26 44 N
26 45 T
26 46 N
26 47 B
26 48 N
26 49 N
26 50 N
27 1 T
27 2 T
27 3 T
27 4 N
27 5 T
27 6 H
27 7 H
27 8 H
27 9 H
27 10 T
27 11 N
27 12 N
27 13 T
27 14 H
27 15 T
27 16 N
27 17 T
27 18 N
27 19 B
27 20 N
27 21 N
27 22 N
27 23 H
27 24 N
27 25 T
27 26 N
27 27 H
27 28 H
27 29 N
27 30 N
27 31 T
27 32 H
27 33 H
27 34 N
27 35 B
27 36 N
27 37 T
27 38 H
27 39 N
27 40 N
27 41 N
27 42 T
27 43 N
27 44 T
27 45 T
27 46 T
27 47 N
27 48 T
27 49 N
27 50 N
28 1 T
28 2 T
28 3 N
28 4 T
28 5 N
28 6 B
28 7 H
28 8 N
28 9 T
28 10 T
28 11 T
28 12 N
28 13 H
28 14 H
28 15 N
28 16 N
28 17 H
28 18 N
28 19 N
28 20 N
28 21 H
28 22 N
28 23 N
28 24 T
28 25 N
28 26 T
28 27 N
28 28 N
28 29 T
28 30 B
28 31 H
28 32 N
28 33 H
28 34 T
28 35 N
28 36 H
28 37 N
28 38 N
28 39 N
28 40 B
28 41 N
28 42 H
28 43 N
28 44 H
28 45 H
28 46 H
28 47 H
28 48 N
28 49 B
28 50 N
29 1 N
29 2 T
29 3 N
29 4 H
29 5 N
29 6 N
29 7 T
29 8 H
29 9 H
29 10 B
29 11 N
29 12 N
29 13 T
29 14 N
29 15 B
29 16 H
29 17 T
29 18 H
29 19 H
29 20 H
29 21 N
29 22 B
29 23 N
29 24 N
29 25 T
29 26 N
29 27 N
29 28 N
29 29 B
29 30 H
29 31 H
29 32 T
29 33 H
29 34 N
29 35 N
29 36 N
29 37 H
29 38 N
29 39 T
29 40 T
29 41 N
29 42 T
29 43 T
29 44 B
29 45 T
29 46 T
29 47 N
29 48 H
29 49 N
29 50 H
30 1 H
30 2 H
30 3 N
30 4 T
30 5 T
30 6 N
30 7 N
30 8 N
30 9 T
30 10 N
30 11 N
30 12 N
30 13 T
30 14 N
30 15 H
30 16 H
30 17 N
30 18 B
30 19 N
30 20 B
30 21 B
30 22 N
30 23 N
30 24 H
30 25 T
30 26 N
30 27 N
30 28 N
30 29 T
30 30 N
30 31 N
30 32 N
30 33 N
30 34 N
30 35 N
30 36 N
30 37 N
30 38 N
30 39 N
30 40 T
30 41 T
30 42 T
30 43 N
30 44 N
30 45 T
30 46 N
30 47 N
30 48 B
30 49 N
30 50 H
31 1 H
31 2 T
31 3 N
31 4 N
31 5 T
31 6 H
31 7 H
31 8 N
31 9 N
31 10 T
31 11 N
31 12 H
31 13 H
31 14 T
31 15 N
31 16 N
31 17 B
31 18 H
31 19 N
31 20 N
31 21 H
31 22 N
31 23 N
31 24 N
31 25 N
31 26 H
31 27 N
31 28 B
31 29 N
31 30 T
31 31 H
31 32 N
31 33 T
31 34 N
31 35 H
31 36 T
31 37 N
31 38 T
31 39 N
31 40 N
31 41 H
31 42 T
31 43 N
31 44 T
31 45 B
31 46 N
31 47 N
31 48 H
31 49 N
31 50 T
32 1 T
32 2 T
32 3 N
32 4 H
32 5 H
32 6 H
32 7 N
32 8 N
32 9 T
32 10 B
32 11 H
32 12 B
32 13 B
32 14 N
32 15 N
32 16 H
32 17 N
32 18 H
32 19 N
32 20 N
32 21 H
32 22 H
32 23 T
32 24 T
32 25 H
32 26 N
32 27 B
32 28 T
32 29 H
32 30 N
32 31 N
32 32 T
32 33 B
32 34 H
32 35 B
32 36 N
32 37 N
32 38 N
32 39 N
32 40 N
32 41 N
32 42 N
32 43 T
32 44 T
32 45 T
32 46 B
32 47 T
32 48 N
32 49 N
32 50 N
33 1 N
33 2 T
33 3 N
33 4 H
33 5 N
33 6 N
33 7 B
33 8 T
33 9 N
33 10 H
33 11 B
33 12 T
33 13 N
33 14 H
33 15 N
33 16 N
33 17 T
33 18 N
33 19 T
33 20 N
33 21 N
33 22 N
33 23 N
33 24 T
33 25 H
33 26 T
33 27 N
33 28 B
33 29 T
33 30 T
33 31 N
33 32 N
33 33 H
33 34 T
33 35 H
33 36 H
33 37 B
33 38 N
33 39 N
33 40 N
33 41 T
33 42 N
33 43 N
33 44 N
33 45 N
33 46 H
33 47 N
33 48 H
33 49 N
33 50 N
34 1 T
34 2 T
34 3 H
34 4 T
34 5 B
34 6 N
34 7 N
34 8 N
34 9 H
34 10 N
34 11 N
34 12 N
34 13 T
34 14 N
34 15 B
34 16 H
34 17 N
34 18 N
34 19 T
34 20 N
34 21 N
34 22 N
34 23 N
34 24 N
34 25 T
34 26 N
34 27 N
34 28 N
34 29 T
34 30 N
34 31 N
34 32 H
34 33 T
34 34 T
34 35 H
34 36 T
34 37 N
34 38 H
34 39 N
34 40 N
34 41 N
34 42 T
34 43 T
34 44 H
34 45 N
34 46 N
34 47 T
34 48 H
34 49 N
34 50 T
35 1 H
35 2 N
35 3 N
35 4 T
35 5 H
35 6 H
35 7 T
35 8 B
35 9 T
35 10 N
35 11 B
35 12 T
35 13 B
35 14 B
35 15 N
35 16 N
35 17 T
35 18 N
35 19 B
35 20 B
35 21 N
35 22 T
35 23 N
35 24 N
35 25 N
35 26 N
35 27 N
35 28 B
35 29 H
35 30 N
35 31 N
35 32 B
35 33 H
35 34 H
35 35 T
35 36 N
35 37 T
35 38 H
35 39 T
35 40 N
35 41 N
35 42 T
35 43 N
35 44 N
35 45 T
35 46 B
35 47 N
35 48 N
35 49 H
35 50 N
36 1 N
36 2 N
36 3 N
36 4 N
36 5 N
36 6 T
36 7 T
36 8 N
36 9 T
36 10 N
36 11 N
36 12 B
36 13 T
36 14 N
36 15 B
36 16 N
36 17 T
36 18 H
36 19 B
36 20 H
36 21 N
36 22 H
36 23 N
36 24 H
36 25 B
36 26 N
36 27 N
36 28 H
36 29 T
36 30 T
36 31 N
36 32 N
36 33 N
36 34 N
36 35 H
36 36 H
36 37 N
36 38 N
36 39 H
36 40 N
36 41 T
36 42 H
36 43 N
36 44 N
36 45 N
36 46 B
36 47 H
36 48 T
36 49 B
36 50 N
37 1 N
37 2 H
37 3 T
37 4 T
37 5 N
37 6 N
37 7 B
37 8 H
37 9 T
37 10 N
37 11 N
37 12 T
37 13 H
37 14 T
37 15 N
37 16 T
37 17 N
37 18 N
37 19 B
37 20 H
37 21 H
37 22 N
37 23 H
37 24 T
37 25 N
37 26 N
37 27 N
37 28 H
37 29 N
37 30 T
37 31 H
37 32 N
37 33 H
37 34 N
37 35 N
37 36 H
37 37 T
37 38 N
37 39 N
37 40 B
37 41 H
37 42 B
37 43 N
37 44 H
37 45 H
37 46 T
37 47 N
37 48 N
37 49 N
37 50 N
38 1 N
38 2 N
38 3 N
38 4 T
38 5 N
38 6 H
38 7 N
38 8 N
38 9 N
38 10 N
38 11 H
38 12 N
38 13 B
38 14 T
38 15 N
38 16 N
38 17 B
38 18 B
38 19 N
38 20 T
38 21 B
38 22 N
38 23 H
38 24 N
38 25 N
38 26 H
38 27 T
38 28 T
38 29 H
38 30 T
38 31 H
38 32 B
38 33 N
38 34 T
38 35 N
38 36 B
38 37 N
38 38 B
38 39 N
38 40 N
38 41 N
38 42 N
38 43 N
38 44 N
38 45 N
38 46 T
38 47 T
38 48 N
38 49 N
38 50 N
39 1 B
39 2 B
39 3 N
39 4 N
39 5 N
39 6 H
39 7 H
39 8 N
39 9 B
39 10 T
39 11 N
39 12 H
39 13 N
39 14 T
39 15 N
39 16 T
39 17 N
39 18 N
39 19 N
39 20 B
39 21 N
39 22 N
39 23 N
39 24 N
39 25 T
39 26 N
39 27 B
39 28 N
39 29 N
39 30 H
39 31 N
39 32 N
39 33 N
39 34 B
39 35 N
39 36 T
39 37 N
39 38 N
39 39 N
39 40 N
39 41 B
39 42 H
39 43 H
39 44 N
39 45 N
39 46 H
39 47 N
39 48 T
39 49 T
39 50 T
40 1 N
40 2 N
40 3 N
40 4 T
40 5 N
40 6 H
40 7 N
40 8 H
40 9 N
40 10 H
40 11 T
40 12 T
40 13 N
40 14 N
40 15 N
40 16 T
40 17 N
40 18 H
40 19 N
40 20 H
40 21 N
40 22 N
40 23 N
40 24 T
40 25 T
40 26 T
40 27 H
40 28 H
40 29 N
40 30 N
40 31 N
40 32 T
40 33 N
40 34 N
40 35 N
40 36 N
40 37 T
40 38 T
40 39 T
40 40 B
40 41 T
40 42 T
40 43 N
40 44 H
40 45 H
40 46 H
40 47 B
40 48 N
40 49 N
40 50 T
41 1 N
41 2 H
41 3 N
41 4 T
41 5 N
41 6 N
41 7 N
41 8 N
41 9 T
41 10 H
41 11 H
41 12 H
41 13 N
41 14 B
41 15 N
41 16 B
41 17 H
41 18 B
41 19 T
41 20 N
41 21 H
41 22 H
41 23 N
41 24 H
41 25 B
41 26 B
41 27 H
41 28 B
41 29 N
41 30 H
41 31 N
41 32 N
41 33 N
41 34 H
41 35 T
41 36 H
41 37 N
41 38 T
41 39 H
41 40 B
41 41 T
41 42 T
41 43 N
41 44 N
41 45 T
41 46 N
41 47 N
41 48 N
41 49 H
41 50 B
42 1 B
42 2 T
42 3 N
42 4 N
42 5 N
42 6 B
42 7 N
42 8 N
42 9 N
42 10 N
42 11 N
42 12 N
42 13 N
42 14 N
42 15 B
42 16 B
42 17 N
42 18 N
42 19 N
42 20 T
42 21 N
42 22 H
42 23 N
42 24 T
42 25 B
42 26 N
42 27 N
42 28 N
42 29 N
42 30 N
42 31 H
42 32 T
42 33 H
42 34 N
42 35 B
42 36 B
42 37 N
42 38 N
42 39 N
42 40 N
42 41 N
42 42 H
42 43 N
42 44 N
42 45 T
42 46 N
42 47 T
42 48 H
42 49 N
42 50 H
43 1 H
43 2 B
43 3 N
43 4 N
43 5 H
43 6 H
43 7 N
43 8 N
43 9 N
43 10 T
43 11 H
43 12 N
43 13 T
43 14 H
43 15 T
43 16 N
43 17 N
43 18 H
43 19 H
43 20 H
43 21 T
43 22 N
43 23 H
43 24 N
43 25 N
43 26 T
43 27 N
43 28 B
43 29 B
43 30 N
43 31 B
43 32 N
43 33 T
43 34 N
43 35 T
43 36 N
43 37 N
43 38 H
43 39 H
43 40 N
43 41 N
43 42 B
43 43 T
43 44 B
43 45 H
43 46 H
43 47 N
43 48 T
43 49 N
43 50 T
44 1 N
44 2 N
44 3 B
44 4 H
44 5 N
44 6 H
44 7 T
44 8 N
44 9 B
44 10 B
44 11 N
44 12 H
44 13 T
44 14 T
44 15 B
44 16 N
44 17 N
44 18 H
44 19 N
44 20 N
44 21 N
44 22 H
44 23 N
44 24 T
44 25 N
44 26 B
44 27 N
44 28 H
44 29 H
44 30 N
44 31 N
44 32 H
44 33 T
44 34 N
44 35 N
44 36 N
44 37 N
44 38 N
44 39 N
44 40 N
44 41 H
44 42 H
44 43 N
44 44 B
44 45 N
44 46 N
44 47 N
44 48 T
44 49 N
44 50 N
45 1 H
45 2 T
45 3 N
45 4 N
45 5 N
45 6 T
45 7 N
45 8 H
45 9 H
45 10 H
45 11 N
45 12 B
45 13 N
45 14 H
45 15 N
45 16 T
45 17 H
45 18 N
45 19 N
45 20 N
45 21 N
45 22 N
45 23 N
45 24 B
45 25 H
45 26 T
45 27 B
45 28 H
45 29 N
45 30 N
45 31 H
45 32 H
45 33 N
45 34 N
45 35 N
45 36 T
45 37 B
45 38 N
45 39 T
45 40 N
45 41 T
45 42 H
45 43 N
45 44 B
45 45 T
45 46 H
45 47 N
45 48 T
45 49 N
45 50 N
46 1 H
46 2 N
46 3 N
46 4 H
46 5 T
46 6 N
46 7 N
46 8 N
46 9 N
46 10 N
46 11 N
46 12 N
46 13 T
46 14 H
46 15 H
46 16 N
46 17 N
46 18 B
46 19 B
46 20 N
46 21 T
46 22 N
46 23 N
46 24 N
46 25 H
46 26 N
46 27 T
46 28 T
46 29 H
46 30 N
46 31 N
46 32 B
46 33 T
46 34 N
46 35 N
46 36 T
46 37 H
46 38 N
46 39 N
46 40 N
46 41 N
46 42 N
46 43 N
46 44 N
46 45 H
46 46 N
46 47 B
46 48 N
46 49 H
46 50 B
47 1 T
47 2 H
47 3 B
47 4 H
47 5 N
47 6 T
47 7 N
47 8 T
47 9 H
47 10 N
47 11 B
47 12 T
47 13 N
47 14 H
47 15 H
47 16 H
47 17 N
47 18 T
47 19 N
47 20 T
47 21 H
47 22 T
47 23 H
47 24 T
47 25 N
47 26 T
47 27 T
47 28 N
47 29 N
47 30 H
47 31 T
47 32 H
