100 50
17 45 N
17 46 H
17 47 T
17 48 N
17 49 H
17 50 H
18 1 B
18 2 N
18 3 T
18 4 N
18 5 N
18 6 H
18 7 N
18 8 T
18 9 N
18 10 N
18 11 N
18 12 N
18 13 T
18 14 T
18 15 T
18 16 H
18 17 T
18 18 T
18 19 B
18 20 H
18 21 H
18 22 B
18 23 N
18 24 B
18 25 N
18 26 N
18 27 H
18 28 N
18 29 B
18 30 H
18 31 N
18 32 N
18 33 H
18 34 B
18 35 H
18 36 B
18 37 N
18 38 N
18 39 N
18 40 T
18 41 N
18 42 N
18 43 H
18 44 B
18 45 N
18 46 H
18 47 N
18 48 N
18 49 H
18 50 T
19 1 N
19 2 B
19 3 T
19 4 N
19 5 N
19 6 H
19 7 B
19 8 N
19 9 N
19 10 N
19 11 H
19 12 N
19 13 T
19 14 T
19 15 N
19 16 H
19 17 T
19 18 H
19 19 T
19 20 H
19 21 N
19 22 H
19 23 N
19 24 N
19 25 N
19 26 B
19 27 N
19 28 N
19 29 B
19 30 B
19 31 T
19 32 H
19 33 N
19 34 T
19 35 N
19 36 H
19 37 N
19 38 N
19 39 B
19 40 N
19 41 B
19 42 N
19 43 N
19 44 N
19 45 H
19 46 B
19 47 H
19 48 H
19 49 B
19 50 T
20 1 T
20 2 B
20 3 N
20 4 N
20 5 N
20 6 N
20 7 T
20 8 H
20 9 T
20 10 N
20 11 H
20 12 N
20 13 N
20 14 N
20 15 B
20 16 B
20 17 H
20 18 N
20 19 T
20 20 N
20 21 N
20 22 N
20 23 N
20 24 N
20 25 H
20 26 N
20 27 N
20 28 N
20 29 N
20 30 B
20 31 H
20 32 B
20 33 T
20 34 N
20 35 N
20 36 H
20 37 N
20 38 H
20 39 T
20 40 N
20 41 N
20 42 N
20 43 N
20 44 N
20 45 H
20 46 N
20 47 N
20 48 T
20 49 N
20 50 N
21 1 N
21 2 T
21 3 B
21 4 B
21 5 B
21 6 T
21 7 B
21 8 N
21 9 T
21 10 T
21 11 N
21 12 T
21 13 T
21 14 T
21 15 H
21 16 N
21 17 B
21 18 H
21 19 H
21 20 N
21 21 H
21 22 N
21 23 T
21 24 N
21 25 H
21 26 H
21 27 H
21 28 N
21 29 H
21 30 H
21 31 N
21 32 N
21 33 N
21 34 H
21 35 N
21 36 T
21 37 N
21 38 H
21 39 N
21 40 N
21 41 N
21 42 T
21 43 N
21 44 N
21 45 H
21 46 T
21 47 N
21 48 N
21 49 B
21 50 B
22 1 N
22 2 N
22 3 T
22 4 N
22 5 N
22 6 N
22 7 N
22 8 T
22 9 H
22 10 N
22 11 B
22 12 N
22 13 B
22 14 N
22 15 N
22 16 N
22 17 N
22 18 T
22 19 T
22 20 H
22 21 N
22 22 T
22 23 N
22 24 N
22 25 H
22 26 N
22 27 H
22 28 N
22 29 N
22 30 N
22 31 N
22 32 N
22 33 N
22 34 H
22 35 H
22 36 N
22 37 N
22 38 N
22 39 H
22 40 N
22 41 B
22 42 N
22 43 T
22 44 N
22 45 B
22 46 N
22 47 N
22 48 H
22 49 T
22 50 N
23 1 T
23 2 N
23 3 T
23 4 N
23 5 N
23 6 H
23 7 H
23 8 T
23 9 T
23 10 H
23 11 T
23 12 N
23 13 N
23 14 N
23 15 H
23 16 T
23 17 H
23 18 N
23 19 B
23 20 H
23 21 N
23 22 H
23 23 T
23 24 H
23 25 B
23 26 H
23 27 H
23 28 N
23 29 H
23 30 N
23 31 H
23 32 B
23 33 N
23 34 N
23 35 N
23 36 N
23 37 N
23 38 H
23 39 H
23 40 N
23 41 B
23 42 N
23 43 H
23 44 N
23 45 T
23 46 N
23 47 N
23 48 N
23 49 N
23 50 N
24 1 T
24 2 N
24 3 N
24 4 N
24 5 H
24 6 N
24 7 N
24 8 N
24 9 N
24 10 N
24 11 N
24 12 H
24 13 B
24 14 N
24 15 N
24 16 N
24 17 N
24 18 N
24 19 H
24 20 T
24 21 N
24 22 T
24 23 N
24 24 N
24 25 N
24 26 N
24 27 H
24 28 T
24 29 N
24 30 H
24 31 N
24 32 T
24 33 T
24 34 H
24 35 B
24 36 N
24 37 N
24 38 T
24 39 N
24 40 T
24 41 T
24 42 N
24 43 H
24 44 B
24 45 T
24 46 B
24 47 N
24 48 N
24 49 N
24 50 N
25 1 N
25 2 H
25 3 N
25 4 N
25 5 N
25 6 N
25 7 N
25 8 T
25 9 N
25 10 N
25 11 N
25 12 N
25 13 N
25 14 N
25 15 N
25 16 N
25 17 N
25 18 N
25 19 N
25 20 N
25 21 B
25 22 H
25 23 N
25 24 B
25 25 B
25 26 N
25 27 H
25 28 N
25 29 N
25 30 T
25 31 N
25 32 N
25 33 N
25 34 T
25 35 N
25 36 N
25 37 H
25 38 H
25 39 N
25 40 N
25 41 N
25 42 H
25 43 B
25 44 T
25 45 B
25 46 T
25 47 N
25 48 N
25 49 N
25 50 T
26 1 H
26 2 N
26 3 N
26 4 N
26 5 T
26 6 H
26 7 N
26 8 N
26 9 T
26 10 T
26 11 N
26 12 H
26 13 N
26 14 N
26 15 B
26 16 N
26 17 H
26 18 N
26 19 T
26 20 T
26 21 H
26 22 H
26 23 N
26 24 N
26 25 B
26 26 B
26 27 H
26 28 N
26 29 N
26 30 N
26 31 N
26 32 N
26 33 N
26 34 T
26 35 H
26 36 N
26 37 N
26 38 N
26 39 N
26 40 N
26 41 N
26 42 T
26 43 N
26 44 N
26 45 H
26 46 B
26 47 H
26 48 N
26 49 T
26 50 H
27 1 N
27 2 N
27 3 N
27 4 H
27 5 N
27 6 N
27 7 N
27 8 B
27 9 T
27 10 T
27 11 H
27 12 H
27 13 N
27 14 N
27 15 T
27 16 H
27 17 H
27 18 N
27 19 N
27 20 B
27 21 H
27 22 H
27 23 N
27 24 T
27 25 T
27 26 N
27 27 H
27 28 N
27 29 N
27 30 B
27 31 N
27 32 B
27 33 T
27 34 T
27 35 T
27 36 N
27 37 T
27 38 N
27 39 B
27 40 N
27 41 N
27 42 N
27 43 N
27 44 N
27 45 T
27 46 N
27 47 T
27 48 H
27 49 B
27 50 N
28 1 T
28 2 N
28 3 T
28 4 B
28 5 N
28 6 H
28 7 N
28 8 N
28 9 N
28 10 T
28 11 N
28 12 N
28 13 N
28 14 N
28 15 N
28 16 T
28 17 N
28 18 T
28 19 N
28 20 N
28 21 N
28 22 T
28 23 N
28 24 H
28 25 N
28 26 N
28 27 H
28 28 H
28 29 N
28 30 H
28 31 T
28 32 N
28 33 T
28 34 B
28 35 H
28 36 N
28 37 N
28 38 H
28 39 N
28 40 N
28 41 T
28 42 H
28 43 N
28 44 N
28 45 N
28 46 N
28 47 N
28 48 N
28 49 N
28 50 H
29 1 N
29 2 N
29 3 N
29 4 N
29 5 N
29 6 H
29 7 N
29 8 H
29 9 N
29 10 T
29 11 N
29 12 N
29 13 H
29 14 N
29 15 T
29 16 T
29 17 N
29 18 H
29 19 N
29 20 T
29 21 T
29 22 B
29 23 N
29 24 H
29 25 N
29 26 H
29 27 B
29 28 T
29 29 N
29 30 N
29 31 T
29 32 N
29 33 T
29 34 N
29 35 N
29 36 T
29 37 N
29 38 N
29 39 B
29 40 B
29 41 B
29 42 N
29 43 N
29 44 N
29 45 B
29 46 B
29 47 T
29 48 N
29 49 B
29 50 H
30 1 H
30 2 N
30 3 N
30 4 H
30 5 H
30 6 T
30 7 H
30 8 N
30 9 H
30 10 N
30 11 N
30 12 T
30 13 B
30 14 T
30 15 H
30 16 B
30 17 H
30 18 N
30 19 B
30 20 H
30 21 T
30 22 N
30 23 T
30 24 H
30 25 H
30 26 H
30 27 T
30 28 N
30 29 N
30 30 N
30 31 B
30 32 H
30 33 H
30 34 B
30 35 H
30 36 H
30 37 N
30 38 N
30 39 N
30 40 H
30 41 N
30 42 N
30 43 N
30 44 B
30 45 N
30 46 N
30 47 N
30 48 N
30 49 B
30 50 N
31 1 H
31 2 H
31 3 B
31 4 T
31 5 H
31 6 B
31 7 N
31 8 H
31 9 H
31 10 T
31 11 N
31 12 N
31 13 T
31 14 N
31 15 H
31 16 N
31 17 N
31 18 T
31 19 B
31 20 N
31 21 B
31 22 N
31 23 T
31 24 N
31 25 T
31 26 N
31 27 T
31 28 T
31 29 N
31 30 H
31 31 N
31 32 B
31 33 N
31 34 N
31 35 N
31 36 N
31 37 B
31 38 N
31 39 N
31 40 N
31 41 T
31 42 N
31 43 N
31 44 T
31 45 H
31 46 H
31 47 T
31 48 N
31 49 N
31 50 N
32 1 N
32 2 N
32 3 H
32 4 B
32 5 N
32 6 H
32 7 H
32 8 T
32 9 N
32 10 N
32 11 N
32 12 N
32 13 N
32 14 H
32 15 N
32 16 H
32 17 N
32 18 H
32 19 T
32 20 N
32 21 N
32 22 N
32 23 T
32 24 H
32 25 H
32 26 B
32 27 T
32 28 N
32 29 N
32 30 H
32 31 N
32 32 B
32 33 T
32 34 N
32 35 T
32 36 N
32 37 H
32 38 T
32 39 N
32 40 N
32 41 N
32 42 B
32 43 N
32 44 N
32 45 N
32 46 T
32 47 H
32 48 N
32 49 T
32 50 H
33 1 N
33 2 N
33 3 N
33 4 N
33 5 N
33 6 N
33 7 N
33 8 N
33 9 H
33 10 N
33 11 T
33 12 N
33 13 N
33 14 N
33 15 N
33 16 N
33 17 N
33 18 T
33 19 N
33 20 B
33 21 N
33 22 N
33 23 N
33 24 N
33 25 N
33 26 B
33 27 N
33 28 T
33 29 N
33 30 N
33 31 T
33 32 N
33 33 B
33 34 N
33 35 B
33 36 N
33 37 N
33 38 N
33 39 T
33 40 N
33 41 N
33 42 N
33 43 T
33 44 B
33 45 B
33 46 T
33 47 N
33 48 N
33 49 N
33 50 N
34 1 T
34 2 N
34 3 N
34 4 N
34 5 N
34 6 N
34 7 T
34 8 T
34 9 B
34 10 N
34 11 N
34 12 N
34 13 T
34 14 T
34 15 N
34 16 N
34 17 H
34 18 N
34 19 H
34 20 T
34 21 H
34 22 N
34 23 T
34 24 H
34 25 N
34 26 N
34 27 N
34 28 H
34 29 H
34 30 N
34 31 N
34 32 T
34 33 H
34 34 N
34 35 B
34 36 N
34 37 T
34 38 N
34 39 N
34 40 N
34 41 T
34 42 H
34 43 N
34 44 N
34 45 N
34 46 N
34 47 T
34 48 H
34 49 H
34 50 N
35 1 N
35 2 N
35 3 T
35 4 T
35 5 N
35 6 N
35 7 N
35 8 B
35 9 H
35 10 T
35 11 N
35 12 T
35 13 N
35 14 H
35 15 N
35 16 T
35 17 H
35 18 N
35 19 N
35 20 N
35 21 N
35 22 N
35 23 H
35 24 T
35 25 N
35 26 H
35 27 N
35 28 N
35 29 T
35 30 N
35 31 N
35 32 H
35 33 N
35 34 H
35 35 N
35 36 N
35 37 N
35 38 N
35 39 T
35 40 N
35 41 H
35 42 H
35 43 N
35 44 N
35 45 B
35 46 B
35 47 H
35 48 B
35 49 H
35 50 N
36 1 N
36 2 N
36 3 N
36 4 N
36 5 N
36 6 N
36 7 N
36 8 N
36 9 N
36 10 N
36 11 T
36 12 H
36 13 T
36 14 B
36 15 H
36 16 N
36 17 N
36 18 B
36 19 H
36 20 B
36 21 B
36 22 H
36 23 B
36 24 N
36 25 H
36 26 N
36 27 N
36 28 N
36 29 H
36 30 H
36 31 H
36 32 N
36 33 T
36 34 H
36 35 H
36 36 T
36 37 H
36 38 N
36 39 T
36 40 N
36 41 T
36 42 T
36 43 T
36 44 T
36 45 N
36 46 N
36 47 B
36 48 N
36 49 N
36 50 B
37 1 T
37 2 N
37 3 N
37 4 N
37 5 H
37 6 N
37 7 N
37 8 N
37 9 T
37 10 N
37 11 B
37 12 H
37 13 N
37 14 B
37 15 H
37 16 N
37 17 N
37 18 T
37 19 T
37 20 N
37 21 N
37 22 B
37 23 N
37 24 H
37 25 N
37 26 N
37 27 T
37 28 N
37 29 T
37 30 T
37 31 N
37 32 N
37 33 N
37 34 B
37 35 N
37 36 N
37 37 H
37 38 N
37 39 N
37 40 T
37 41 T
37 42 N
37 43 N
37 44 H
37 45 B
37 46 N
37 47 N
37 48 N
37 49 H
37 50 N
38 1 B
38 2 H
38 3 N
38 4 H
38 5 N
38 6 T
38 7 T
38 8 H
38 9 N
38 10 H
38 11 T
38 12 N
38 13 N
38 14 N
38 15 N
38 16 H
38 17 H
38 18 N
38 19 N
38 20 H
38 21 N
38 22 H
38 23 N
38 24 T
38 25 H
38 26 N
38 27 N
38 28 N
38 29 N
38 30 N
38 31 H
38 32 T
38 33 N
38 34 T
38 35 H
38 36 N
38 37 B
38 38 N
38 39 T
38 40 T
38 41 B
38 42 N
38 43 T
38 44 T
38 45 N
38 46 N
38 47 N
38 48 N
38 49 T
38 50 H
39 1 N
39 2 N
39 3 H
39 4 N
39 5 N
39 6 N
39 7 T
39 8 N
39 9 B
39 10 H
39 11 N
39 12 H
39 13 N
39 14 T
39 15 T
39 16 N
39 17 N
39 18 N
39 19 N
39 20 H
39 21 N
39 22 T
39 23 N
39 24 N
39 25 N
39 26 T
39 27 N
39 28 N
39 29 N
39 30 H
39 31 H
39 32 H
39 33 H
39 34 N
39 35 N
39 36 N
39 37 H
39 38 N
39 39 N
39 40 N
39 41 H
39 42 N
39 43 H
39 44 N
39 45 N
39 46 N
39 47 B
39 48 N
39 49 T
39 50 N
40 1 B
40 2 N
40 3 H
40 4 N
40 5 H
40 6 N
40 7 T
40 8 N
40 9 N
40 10 N
40 11 N
40 12 T
40 13 N
40 14 B
40 15 H
40 16 N
40 17 H
40 18 N
40 19 T
40 20 H
40 21 H
40 22 T
40 23 H
40 24 N
40 25 N
40 26 N
40 27 H
40 28 N
40 29 N
40 30 T
40 31 H
40 32 T
40 33 N
40 34 T
40 35 B
40 36 H
40 37 N
40 38 T
40 39 N
40 40 N
40 41 N
40 42 N
40 43 H
40 44 N
40 45 H
40 46 H
40 47 H
40 48 N
40 49 T
40 50 T
41 1 N
41 2 B
41 3 H
41 4 N
41 5 N
41 6 N
41 7 N
41 8 N
41 9 N
41 10 N
41 11 N
41 12 N
41 13 N
41 14 H
41 15 N
41 16 N
41 17 N
41 18 N
41 19 H
41 20 H
41 21 H
41 22 N
41 23 T
41 24 N
41 25 N
41 26 B
41 27 N
41 28 N
41 29 N
41 30 T
41 31 N
41 32 T
41 33 N
41 34 N
41 35 B
41 36 N
41 37 N
41 38 H
41 39 H
41 40 B
41 41 B
41 42 N
41 43 T
41 44 N
41 45 T
41 46 B
41 47 N
41 48 T
41 49 N
41 50 N
42 1 N
42 2 H
42 3 H
42 4 N
42 5 B
42 6 N
42 7 N
42 8 H
42 9 H
42 10 N
42 11 T
42 12 H
42 13 T
42 14 B
42 15 H
42 16 T
42 17 N
42 18 N
42 19 N
42 20 N
42 21 N
42 22 B
42 23 N
42 24 H
42 25 H
42 26 T
42 27 N
42 28 B
42 29 N
42 30 N
42 31 N
42 32 H
42 33 B
42 34 B
42 35 N
42 36 B
42 37 T
42 38 N
42 39 T
42 40 H
42 41 N
42 42 H
42 43 H
42 44 N
42 45 N
42 46 N
42 47 B
42 48 N
42 49 B
42 50 N
43 1 N
43 2 H
43 3 N
43 4 T
43 5 N
43 6 N
43 7 H
43 8 T
43 9 N
43 10 T
43 11 N
43 12 H
43 13 H
43 14 T
43 15 N
43 16 N
43 17 T
43 18 T
43 19 N
43 20 B
43 21 N
43 22 T
43 23 N
43 24 H
43 25 H
43 26 N
43 27 H
43 28 T
43 29 N
43 30 B
43 31 T
43 32 T
43 33 N
43 34 B
43 35 N
43 36 B
43 37 B
43 38 H
43 39 N
43 40 T
43 41 N
43 42 H
43 43 N
43 44 H
43 45 T
43 46 N
43 47 N
43 48 H
43 49 B
43 50 N
44 1 N
44 2 N
44 3 N
44 4 N
44 5 T
44 6 H
44 7 H
44 8 N
44 9 H
44 10 N
44 11 H
44 12 T
44 13 H
44 14 B
44 15 N
44 16 N
44 17 H
44 18 B
44 19 B
44 20 N
44 21 B
44 22 H
44 23 H
44 24 H
44 25 B
44 26 B
44 27 N
44 28 N
44 29 H
44 30 H
44 31 T
44 32 N
44 33 N
44 34 N
44 35 B
44 36 H
44 37 H
44 38 H
44 39 H
44 40 N
44 41 N
44 42 N
44 43 H
44 44 N
44 45 H
44 46 B
44 47 N
44 48 N
44 49 B
44 50 B
45 1 H
45 2 N
45 3 B
45 4 N
45 5 N
45 6 N
45 7 H
45 8 N
45 9 B
45 10 T
45 11 H
45 12 N
45 13 N
45 14 N
45 15 H
45 16 N
45 17 N
45 18 B
45 19 B
45 20 H
45 21 N
45 22 N
45 23 H
45 24 H
45 25 N
45 26 T
45 27 T
45 28 N
45 29 N
45 30 T
45 31 H
45 32 H
45 33 N
45 34 T
45 35 N
45 36 N
45 37 T
45 38 N
45 39 N
45 40 N
45 41 B
45 42 N
45 43 N
45 44 T
45 45 T
45 46 N
45 47 H
45 48 N
45 49 T
45 50 B
46 1 N
46 2 T
46 3 N
46 4 N
46 5 N
46 6 T
46 7 T
46 8 N
46 9 H
46 10 H
46 11 N
46 12 N
46 13 T
46 14 H
46 15 N
46 16 B
46 17 N
46 18 N
46 19 T
46 20 B
46 21 N
46 22 N
46 23 N
46 24 T
46 25 H
46 26 T
46 27 B
46 28 H
46 29 T
46 30 N
46 31 T
46 32 H
46 33 N
46 34 N
46 35 B
46 36 N
46 37 N
46 38 B
46 39 N
46 40 N
46 41 N
46 42 T
46 43 T
46 44 H
46 45 N
46 46 B
46 47 N
46 48 H
46 49 H
46 50 H
47 1 N
47 2 N
47 3 T
47 4 H
47 5 N
47 6 N
47 7 N
47 8 N
47 9 T
47 10 N
47 11 H
47 12 N
47 13 N
47 14 N
47 15 H
47 16 H
47 17 B
47 18 H
47 19 N
47 20 H
47 21 H
47 22 H
47 23 B
47 24 H
47 25 H
47 26 T
47 27 B
47 28 N
47 29 H
47 30 N
47 31 H
47 32 N
